건물명,전체주소,가시성등급,거리,거리등급,점포수,상권발달등급,혼잡도비율,쾌적도등급,접근성소요시간,접근성등급,추천장소이름,장소종류,추천장소여부,Longitude,Latitude,지역1,지역2,지역3,도로명,우편번호,상세주소1,상세주소2
순만빌딩,서울특별시 동작구 노량진로 169,4,1.848833224077975,2,391.0,4,1.274201020697825,5,185.0,1,,교육연구시설,,126.944861,37.51409,서울특별시,동작구,노량진동,노량진로,06902,169,
삼성래미안공덕2차아파트,서울특별시 마포구 마포대로20길 26,5,2.8130937614860145,3,492.0,3,0.9048433232873112,1,532.0,2,,공동주택,,126.959318,37.551106,서울특별시,마포구,공덕동,마포대로20길,04204,26,
삼성보라매옴니타워,서울특별시 동작구 보라매로5길 23,5,4.475620626900889,5,270.0,4,0.9222882901784298,1,56.0,1,,공동주택,,126.923613,37.492594,서울특별시,동작구,신대방동,보라매로5길,07071,23,
AIA Tower(에이아이에이타워),서울특별시 중구 통일로2길 16,4,4.319376593260097,5,715.5,2,1.0262002338347682,3,405.0,1,,업무시설,,126.971506,37.560784,서울특별시,중구,순화동,통일로2길,04511,16,
드림타워,서울특별시 동작구 장승배기로 168,5,1.9786250612110459,2,391.0,4,1.274201020697825,5,106.0,1,,교육연구시설,,126.94059,37.512632,서울특별시,동작구,노량진동,장승배기로,06922,168,
에쓰오일사옥빌딩,서울특별시 마포구 백범로 192,4,1.707623998272915,2,492.0,3,0.9048433232873112,1,0.0,1,탑클라우드23,식당,yes,126.951517,37.54329,서울특별시,마포구,공덕동,백범로,04196,192,
KB국민은행 신관,서울특별시 영등포구 의사당대로 141,2,1.7073624816716493,2,2138.0,1,1.8626141135104726,5,327.0,1,,업무시설,,126.92743,37.519428,서울특별시,영등포구,여의도동,의사당대로,07332,141,
VERTIGO,서울특별시 서대문구 연세로 8-1,5,2.8999844322371757,3,1405.0,1,0.9357506673795457,1,269.0,1,,교육연구시설,,126.937303,37.556344,서울특별시,서대문구,창천동,연세로,03779,8,1
남부고시학원,서울특별시 동작구 노량진로 161,5,1.8426638922670682,2,391.0,4,1.274201020697825,5,128.0,1,,교육연구시설,,126.943941,37.514024,서울특별시,동작구,노량진동,노량진로,06902,161,
게이트웨이타워,서울특별시 용산구 후암로 107,4,3.8527377045760542,4,600.0,2,1.0544802313910187,3,231.0,1,,업무시설,,126.97358,37.553464,서울특별시,용산구,동자동,후암로,04323,107,
한우아트빌,서울특별시 마포구 마포대로11길 114,4,2.1645873945178247,3,231.0,4,1.1245555065053339,4,628.0,2,,공동주택,,126.948096,37.549046,서울특별시,마포구,염리동,마포대로11길,04134,114,
동작자원봉사센터,서울특별시 동작구 만양로3길 14,5,2.5417732842158913,3,391.0,4,1.274201020697825,5,640.0,2,,노유자시설,,126.946954,37.508068,서울특별시,동작구,노량진동,만양로3길,06926,14,
동화빌딩,서울특별시 영등포구 여의나루로 71,5,1.4428952007336773,2,2138.0,1,1.8626141135104726,5,311.0,1,,업무시설,,126.926889,37.523779,서울특별시,영등포구,여의도동,여의나루로,07327,71,
에비뉴 67,서울특별시 마포구 마포대로 67,4,1.4222356301553079,2,443.0,3,1.2165795426864432,5,352.0,1,,숙박시설,,126.948289,37.541811,서울특별시,마포구,도화동,마포대로,04157,67,
신공덕삼성아파트,서울특별시 마포구 백범로37길 6,5,1.85267177472028,2,492.0,3,0.9048433232873112,1,420.0,1,,공동주택,,126.95587,37.54215,서울특별시,마포구,신공덕동,백범로37길,04193,6,
신영스카이텔,서울특별시 서대문구 신촌로 119,4,2.8687979330427162,3,1405.0,1,0.9357506673795457,1,204.0,1,,업무시설,,126.939028,37.556179,서울특별시,서대문구,창천동,신촌로,03780,119,
이화인비따레오피스텔,서울특별시 서대문구 신촌로 189,5,3.0160172689210705,4,1405.0,1,0.9357506673795457,1,109.0,1,,업무시설,,126.947008,37.557118,서울특별시,서대문구,대현동,신촌로,03767,189,
삼구빌딩,서울특별시 용산구 청파로 40,4,1.3405823475289744,2,1097.0,1,1.075188262503883,3,845.0,2,,업무시설,,126.956046,37.531803,서울특별시,용산구,한강로3가,청파로,04373,40,
화이트빌,서울특별시 마포구 와우산로3길 37-8,3,2.4380025751144285,3,570.0,2,1.1121645792532693,4,326.0,1,,공동주택,,126.920846,37.545483,서울특별시,마포구,당인동,와우산로3길,04074,37,8
휴라이프,서울특별시 영등포구 양평로 118,5,4.164913063460144,5,418.0,4,1.0390500250995784,3,155.0,1,,제2종근린생활시설,,126.894644,37.537839,서울특별시,영등포구,양평동4가,양평로,07206,118,
서강GS아파트,서울특별시 마포구 토정로14길 38,4,1.731463389840345,2,276.25,4,1.0198732807597266,2,424.0,1,,공동주택,,126.931808,37.544208,서울특별시,마포구,신정동,토정로14길,04093,38,
조인클로버,서울특별시 영등포구 버드나루로 102,4,2.860455357789586,3,453.0,3,1.0073753960789584,2,693.0,2,,업무시설,,126.908754,37.527244,서울특별시,영등포구,당산동,버드나루로,07230,102,
서교타워,서울특별시 마포구 양화로 133,4,3.2738834317380396,4,3010.0,1,1.0012170675159393,2,281.0,1,,업무시설,,126.920982,37.555251,서울특별시,마포구,서교동,양화로,04032,133,
한국출판콘텐츠센터,서울특별시 마포구 토정로 222,5,1.6355718982852816,2,228.0,5,1.1025530925160576,3,463.0,1,,업무시설,,126.935261,37.544426,서울특별시,마포구,신수동,토정로,04091,222,
선유도역1차아이에스비즈타워,서울특별시 영등포구 양평로21길 26,5,4.38057502533997,5,418.0,4,1.0390500250995784,3,283.0,1,,공장,,126.89182,37.536302,서울특별시,영등포구,양평동5가,양평로21길,07207,26,
롯데캐슬 아이비,서울특별시 영등포구 국제금융로 86,2,1.3918788169957106,2,2138.0,1,1.8626141135104726,5,480.0,2,,공동주택,,126.931803,37.520219,서울특별시,영등포구,여의도동,국제금융로,07333,86,
SK네트웍스강변주유소,서울특별시 용산구 원효로 9,4,0.6495847455009643,1,107.0,5,1.2547661280951055,5,468.0,1,,위험물저장및처리시설,,126.945786,37.534826,서울특별시,용산구,청암동,원효로,04359,9,
제일빌딩,서울특별시 영등포구 버드나루로 84,5,2.829240883740094,3,1061.0,1,0.9735394936069987,2,642.0,2,,업무시설,,126.909405,37.525752,서울특별시,영등포구,영등포동7가,버드나루로,07230,84,
신촌포스빌,서울특별시 마포구 신촌로 150,5,2.871763175012453,3,1686.5,1,0.9932577193081039,2,327.0,1,,공동주택,,126.942138,37.556233,서울특별시,마포구,노고산동,신촌로,04104,150,
제이에스해슬리,서울특별시 마포구 광성로6안길 17,4,2.0280458089806386,3,228.0,5,1.1025530925160576,3,491.0,2,,공동주택,,126.937813,37.548493,서울특별시,마포구,신수동,광성로6안길,04096,17,
농협재단빌딩,서울특별시 영등포구 국제금융로8길 2,2,1.3396821849756546,2,2138.0,1,1.8626141135104726,5,562.0,2,,제1종근린생활시설,,126.93006,37.522018,서울특별시,영등포구,여의도동,국제금융로8길,07330,2,
라이프오피스텔,서울특별시 영등포구 63로 40,5,1.2115439917294555,2,2138.0,1,1.8626141135104726,5,2279.0,5,,업무시설,,126.939184,37.519618,서울특별시,영등포구,여의도동,63로,07345,40,
헨켈타워,서울특별시 마포구 마포대로4다길 41,2,0.5886418231870311,1,452.0,3,1.1702844584737415,5,481.0,2,,업무시설,,126.94401,37.535126,서울특별시,마포구,마포동,마포대로4다길,04177,41,
이랜드해가든,서울특별시 동작구 서달로 150,5,3.242649016643247,4,404.0,4,1.162448450048809,5,272.0,1,,공동주택,,126.962182,37.50662,서울특별시,동작구,흑석동,서달로,06980,150,
이데아빌딩,서울특별시 동작구 노량진로 146,4,1.9110902231451141,2,391.0,4,1.274201020697825,5,105.0,1,,교육연구시설,,126.942198,37.513266,서울특별시,동작구,노량진동,노량진로,06922,146,
카사벨라1,서울특별시 마포구 대흥로6길 9,4,1.391272901622666,2,461.0,3,1.121002832003937,4,672.0,2,,공동주택,,126.938827,37.542823,서울특별시,마포구,용강동,대흥로6길,04162,9,
베네치아,서울특별시 영등포구 양평로18길 21,3,3.905688329854514,4,418.0,4,1.0390500250995784,3,466.0,1,,공동주택,,126.897796,37.538366,서울특별시,영등포구,양평동4가,양평로18길,07206,21,
그레이츠 숭례,서울특별시 중구 세종대로 17,4,4.239124459326212,5,635.0,2,1.0958549238460222,3,249.0,1,,업무시설,,126.973281,37.558637,서울특별시,중구,남대문로5가,세종대로,04512,17,
현대상가,서울특별시 관악구 관악로 306,4,4.568301639797925,5,299.44444444444446,4,0.9861283429148703,2,622.0,2,,제2종근린생활시설,,126.956815,37.491317,서울특별시,관악구,봉천동,관악로,08730,306,
밤섬 헤세드,서울특별시 마포구 신수로3길 15,5,1.532963989085883,2,228.0,5,1.1025530925160576,3,626.0,2,,단독주택,,126.933247,37.542786,서울특별시,마포구,현석동,신수로3길,04092,15,
마포 한강 푸르지오,서울특별시 마포구 월드컵로1길 14,4,3.3421151971827756,4,651.0,2,1.0765143639753807,3,178.0,1,,공동주택,,126.912143,37.549966,서울특별시,마포구,합정동,월드컵로1길,04024,14,
현대한강아파트,서울특별시 용산구 이촌로34길 29,4,1.6382493949813313,2,120.5,5,2.1869272628538243,,1126.0,3,,공동주택,,126.957263,37.523385,서울특별시,용산구,이촌동,이촌로34길,04381,29,
더하우스 소호 여의도 오피스텔,서울특별시 영등포구 의사당대로 26,4,2.0600574027314766,3,2138.0,1,1.8626141135104726,5,225.0,1,,업무시설,,126.91811,37.526507,서울특별시,영등포구,여의도동,의사당대로,07236,26,
영은암,서울특별시 동작구 서달로2길 30,5,3.8757398264143372,4,404.0,4,1.162448450048809,5,831.0,2,,단독주택,,126.9643,37.5009,서울특별시,동작구,흑석동,서달로2길,06986,30,
한국거래소,서울특별시 영등포구 여의나루로 76,2,1.406806100988539,2,2138.0,1,1.8626141135104726,5,370.0,1,,,,126.928076,37.522945,서울특별시,영등포구,여의도동,여의나루로,07329,76,
파라다이스텔에스비,서울특별시 서대문구 연희로 158,4,4.569810287419424,5,520.0,2,0.9129416197822241,1,1519.0,4,,업무시설,,126.934867,37.571238,서울특별시,서대문구,연희동,연희로,03723,158,
명아트빌라,서울특별시 동작구 상도로68길 32,4,4.415624092633576,5,251.25,4,0.9900528040084795,2,391.0,1,,공동주택,,126.955353,37.492394,서울특별시,동작구,상도동,상도로68길,07040,32,
대현빌딩,서울특별시 마포구 토정로 271,5,1.3401610608232626,2,461.0,3,1.121002832003937,4,670.0,2,,의료시설,,126.940313,37.542466,서울특별시,마포구,용강동,토정로,04159,271,
63한화생명빌딩,서울특별시 영등포구 63로 50,1,1.2111084018380784,2,2138.0,1,1.8626141135104726,5,2361.0,5,슈치쿠,식당,yes,126.939756,37.519573,서울특별시,영등포구,여의도동,63로,07345,50,
63한화생명빌딩,서울특별시 영등포구 63로 50,1,1.2111084018380784,2,2138.0,1,1.8626141135104726,5,2361.0,5,터치더스카이,식당,yes,126.939756,37.519573,서울특별시,영등포구,여의도동,63로,07345,50,
63한화생명빌딩,서울특별시 영등포구 63로 50,1,1.2111084018380784,2,2138.0,1,1.8626141135104726,5,2361.0,5,워킹온더클라우드,식당,yes,126.939756,37.519573,서울특별시,영등포구,여의도동,63로,07345,50,
63한화생명빌딩,서울특별시 영등포구 63로 50,1,1.2111084018380784,2,2138.0,1,1.8626141135104726,5,2361.0,5,백리향,식당,yes,126.939756,37.519573,서울특별시,영등포구,여의도동,63로,07345,50,
여의도우체국,서울특별시 영등포구 여의나루로 60,2,1.5743742313730493,2,2138.0,1,1.8626141135104726,5,246.0,1,,업무시설,,126.926316,37.522306,서울특별시,영등포구,여의도동,여의나루로,07328,60,
가람,서울특별시 마포구 신수로3길 3-13,1,1.4904697284055053,2,228.0,5,1.1025530925160576,3,645.0,2,,공동주택,,126.933229,37.542351,서울특별시,마포구,현석동,신수로3길,04092,3,13
엔비어스파크,서울특별시 영등포구 버드나루로10길 7,5,2.7221019102924116,3,1061.0,1,0.9735394936069987,2,620.0,2,,공동주택,,126.910897,37.524811,서울특별시,영등포구,영등포동7가,버드나루로10길,07248,7,
삼호한숲아파트,서울특별시 영등포구 선유로47길 34,5,4.217791217493299,5,418.0,4,1.0390500250995784,3,116.0,1,,제2종근린생활시설,,126.893847,37.537058,서울특별시,영등포구,양평동4가,선유로47길,07208,34,
삼호아파트,서울특별시 동작구 상도로 407,4,4.3446106685441,5,251.25,4,0.9900528040084795,2,540.0,2,,공동주택,,126.958026,37.493777,서울특별시,동작구,상도동,상도로,07026,407,
연세대학교 세브란스빌딩,서울특별시 중구 통일로 10,4,4.136803511321171,5,635.0,2,1.0958549238460222,3,295.0,1,,업무시설,,126.97365,37.557099,서울특별시,중구,남대문로5가,통일로,04527,10,
서강빌딩,서울특별시 마포구 대흥로 24,4,1.4275635374576923,2,461.0,3,1.121002832003937,4,625.0,2,,제2종근린생활시설,,126.937883,37.543031,서울특별시,마포구,용강동,대흥로,04162,24,
플로렌스힐 B,서울특별시 서대문구 연대동문1길 67,5,4.389271909529858,5,1405.0,1,0.9357506673795457,1,1201.0,3,,공동주택,,126.944004,37.569823,서울특별시,서대문구,신촌동,연대동문1길,03721,67,
미래에셋증권빌딩,서울특별시 영등포구 국제금융로 56,3,1.3354920385253413,2,2138.0,1,1.8626141135104726,5,531.0,2,,업무시설,,126.929751,37.522333,서울특별시,영등포구,여의도동,국제금융로,07330,56,
우토파크빌라,서울특별시 용산구 녹사평대로46가길 31,5,4.346839502597227,5,463.0,3,0.9634553537483789,1,537.0,2,,공동주택,,126.989567,37.53686,서울특별시,용산구,이태원동,녹사평대로46가길,04351,31,
ABL타워,서울특별시 영등포구 의사당대로 147,3,1.7323837458319458,2,2138.0,1,1.8626141135104726,5,216.0,1,,업무시설,,126.927842,37.518815,서울특별시,영등포구,여의도동,의사당대로,07332,147,
삼영익스프레스사옥,서울특별시 마포구 신수로 44,4,1.7798351883396397,2,228.0,5,1.1025530925160576,3,362.0,1,,업무시설,,126.934503,37.545594,서울특별시,마포구,신수동,신수로,04088,44,
SK증권빌딩,서울특별시 영등포구 국제금융로8길 31,3,1.6437245363714525,2,2138.0,1,1.8626141135104726,5,372.0,1,,업무시설,,126.928072,37.519732,서울특별시,영등포구,여의도동,국제금융로8길,07332,31,
마포어린이공원 화장실,서울특별시 마포구 마포대로4다길 30,4,0.6490448009570106,1,452.0,3,1.1702844584737415,5,426.0,1,,제1종근린생활시설,,126.943672,37.535845,서울특별시,마포구,마포동,마포대로4다길,04177,30,
현대홈타운,서울특별시 마포구 도화4길 73,3,1.294987399028407,2,443.0,3,1.2165795426864432,5,458.0,1,,공동주택,,126.951343,37.538647,서울특별시,마포구,도화동,도화4길,04180,73,
백명트렌디타워,서울특별시 동작구 노량진로 206,5,2.079307880789259,3,391.0,4,1.274201020697825,5,404.0,1,,업무시설,,126.948666,37.512756,서울특별시,동작구,노량진동,노량진로,06915,206,
메종리브르오피스텔,서울특별시 영등포구 의사당대로1길 11,5,1.6546990002256008,2,2138.0,1,1.8626141135104726,5,277.0,1,,업무시설,,126.928587,37.519225,서울특별시,영등포구,여의도동,의사당대로1길,07332,11,
나라키움여의도빌딩,서울특별시 영등포구 여의대방로 376,3,1.6052785667029221,2,2138.0,1,1.8626141135104726,5,265.0,1,,업무시설,,126.931291,37.518184,서울특별시,영등포구,여의도동,여의대방로,07342,376,
서강동주민센터,서울특별시 마포구 독막로 165,5,2.079064588715088,3,570.0,2,1.1121645792532693,4,80.0,1,,교육연구시설,,126.93206,37.547744,서울특별시,마포구,창전동,독막로,04099,165,
,서울특별시 서대문구 연대동문1길 55,5,4.34813590152459,5,1405.0,1,0.9357506673795457,1,1201.0,3,,비건물,,126.9428,37.5695,서울특별시,서대문구,신촌동,연대동문1길,03721,55,
당산 푸르지오,서울특별시 영등포구 영중로 154,4,3.0758526563454636,4,1061.0,1,0.9735394936069987,2,296.0,1,,공동주택,,126.906075,37.531189,서울특별시,영등포구,영등포동8가,영중로,07226,154,
여의도시범아파트,서울특별시 영등포구 63로 45,4,1.0806411602349164,2,2138.0,1,1.8626141135104726,5,758.0,2,,공동주택,,126.939068,37.52082,서울특별시,영등포구,여의도동,63로,07344,45,
,서울특별시 영등포구 여의도동 85,1,0.6801965392862015,1,2138.0,1,1.8626141135104726,5,369.0,1,,비건물,,126.9362,37.5256,서울특별시,영등포구,여의도동,,,85,
,서울특별시 마포구 마포동 419-3,1,0.5224532763068228,1,452.0,3,1.1702844584737415,5,481.0,2,,비건물,,126.9441,37.5344,서울특별시,마포구,마포동,,,419,3
,서울특별시 용산구 남산공원길 126,2,4.938858987540446,5,273.0,4,1.0232771168466377,2,1319.0,3,남산서울타워,공공,yes,126.9911,37.5502,서울특별시,용산구,용산동2가,남산공원길,04340,126,
창전동현대홈타운,서울특별시 마포구 서강로 83,5,2.4497697092622563,3,570.0,2,1.1121645792532693,4,486.0,2,,공동주택,,126.932226,37.551343,서울특별시,마포구,창전동,서강로,04063,83,
,서울특별시 마포구 토정동 136,1,1.117593005654469,2,461.0,3,1.121002832003937,4,735.0,2,,비건물,,126.9394,37.5404,서울특별시,마포구,토정동,,,136,
,서울특별시 용산구 원효로4가 169-8,1,0.7415612400775099,1,107.0,5,1.2547661280951055,5,651.0,2,,비건물,,126.9487,37.533,서울특별시,용산구,원효로4가,,,169,8
,서울특별시 서대문구 봉원사길 75-66,5,4.8507488714127645,5,1405.0,1,0.9357506673795457,1,1201.0,3,,제1종근린생활시설,,126.9468,37.5738,서울특별시,서대문구,봉원동,봉원사길,03721,75,66
돈의문센트레빌,서울특별시 서대문구 독립문로14길 33,4,4.263767708109068,5,189.0,5,1.0844057317796598,3,765.0,2,,공동주택,,126.959317,37.565894,서울특별시,서대문구,냉천동,독립문로14길,03746,33,
,서울특별시 서대문구 신촌동 2-205,4,4.485288656423067,5,1405.0,1,0.9357506673795457,1,1154.0,3,,비건물,,126.9514,37.5699,서울특별시,서대문구,신촌동,,,2,205
쌍용예가아파트,서울특별시 동작구 장승배기로16길 134,5,2.3496832098287803,3,391.0,4,1.274201020697825,5,560.0,2,,제1종근린생활시설,,126.944135,37.509445,서울특별시,동작구,노량진동,장승배기로16길,06926,134,
중앙대학교,서울특별시 동작구 흑석로 84,5,3.138814526368169,4,404.0,4,1.162448450048809,5,604.0,2,,교육연구시설,,126.95463,37.504367,서울특별시,동작구,흑석동,흑석로,06974,84,
,서울특별시 용산구 후암동 30-80,4,4.3506411411061245,5,228.0,5,0.9358262587758028,1,774.0,2,,비건물,,126.9807,37.5536,서울특별시,용산구,후암동,,,30,80
,서울특별시 서대문구 신촌동 2-206,4,4.469656004165329,5,1405.0,1,0.9357506673795457,1,1154.0,3,,비건물,,126.9505,37.5699,서울특별시,서대문구,신촌동,,,2,206
,서울특별시 동작구 대방동 23-213,5,3.0722975827381505,4,291.0,4,0.9551471555738624,1,452.0,1,,비건물,,126.9296,37.5043,서울특별시,동작구,대방동,,,23,213
,서울특별시 마포구 현석동 164,1,1.4607590062576106,2,228.0,5,1.1025530925160576,3,645.0,2,,비건물,,126.9336,37.5422,서울특별시,마포구,현석동,,,164,
우성아파트,서울특별시 동작구 만양로8길 50,4,2.281181537144866,3,391.0,4,1.274201020697825,5,462.0,1,,공동주택,,126.947056,37.51049,서울특별시,동작구,노량진동,만양로8길,06917,50,
,서울특별시 영등포구 양화동 117-8,5,4.465645618689384,5,418.0,4,1.0390500250995784,3,517.0,2,,비건물,,126.8931,37.5436,서울특별시,영등포구,양화동,,,117,8
,서울특별시 마포구 마포동 422,1,0.6261881689853755,1,452.0,3,1.1702844584737415,5,426.0,1,마포어린이공원,공공,yes,126.9426,37.5359,서울특별시,마포구,마포동,,,422,
,서울특별시 용산구 한강대로39길 34-4,3,2.456472979564345,3,1097.0,1,1.075188262503883,3,349.0,1,,업무시설,,126.968778,37.531309,서울특별시,용산구,한강로2가,한강대로39길,04376,34,4
,서울특별시 동작구 상도동 531-15,5,4.3204500766024525,5,251.25,4,0.9900528040084795,2,880.0,2,,비건물,,126.9516,37.4925,서울특별시,동작구,상도동,,,531,15
,서울특별시 마포구 신정동 77-3,1,1.6128593693644222,2,276.25,4,1.0198732807597266,2,579.0,2,,비건물,,126.9312,37.5427,서울특별시,마포구,신정동,,,77,3
,서울특별시 동작구 본동 477-1,1,1.786566827129402,2,533.0,2,1.3250104755287633,5,288.0,1,,비건물,,126.9506,37.5163,서울특별시,동작구,본동,,,477,1
,서울특별시 동작구 본동 19-19,4,2.6114407190035296,3,533.0,2,1.3250104755287633,5,502.0,2,,비건물,,126.9574,37.5109,서울특별시,동작구,본동,,,19,19
,서울특별시 영등포구 여의도동 85-7,1,0.5889683818860256,1,2138.0,1,1.8626141135104726,5,541.0,2,,비건물,,126.9366,37.5264,서울특별시,영등포구,여의도동,,,85,7
현대홈타운,서울특별시 마포구 새창로8길 72,2,1.2772677351830288,2,443.0,3,1.2165795426864432,5,458.0,1,,공동주택,,126.95178,37.538046,서울특별시,마포구,도화동,새창로8길,04180,72,
유원강변아파트,서울특별시 동작구 노량진로23가길 20,4,1.9519091952763934,2,533.0,2,1.3250104755287633,5,288.0,1,,제1종근린생활시설,,126.951198,37.514868,서울특별시,동작구,본동,노량진로23가길,06902,20,
,서울특별시 영등포구 여의도동 87,1,1.4364495099160015,2,2138.0,1,1.8626141135104726,5,185.0,1,,비건물,,126.9444,37.5178,서울특별시,영등포구,여의도동,,,87,
,서울특별시 마포구 용강동 498-1,1,1.2705987269842587,2,461.0,3,1.121002832003937,4,763.0,2,,비건물,,126.9374,37.5415,서울특별시,마포구,용강동,,,498,1
,서울특별시 서대문구 신촌로 169-6,4,2.984189209006708,3,1405.0,1,0.9357506673795457,1,195.0,1,,업무시설,,126.944829,37.557084,서울특별시,서대문구,대현동,신촌로,03766,169,6
,서울특별시 중구 남산공원길 649,3,4.678927022811429,5,1053.5,1,1.0380167593996121,3,1319.0,3,,제1종근린생활시설,,126.9849,37.554,서울특별시,중구,회현동1가,남산공원길,04636,649,
,서울특별시 영등포구 여의도동 85-3,1,0.8775107930154562,1,2138.0,1,1.8626141135104726,5,643.0,2,,비건물,,126.9343,37.5363,서울특별시,영등포구,여의도동,,,85,3
,서울특별시 동작구 흑석동 259-2,5,2.800692280466012,3,404.0,4,1.162448450048809,5,532.0,2,,비건물,,126.9619,37.5115,서울특별시,동작구,흑석동,,,259,2
,서울특별시 마포구 마포대로4길 122,4,0.5845870305392382,1,452.0,3,1.1702844584737415,5,463.0,1,,공동주택,,126.9448,37.5347,서울특별시,마포구,마포동,마포대로4길,04177,122,
화랑아파트,서울특별시 영등포구 국제금융로7가길 21,3,1.0396545747505006,2,2138.0,1,1.8626141135104726,5,709.0,2,,공동주택,,126.935547,37.522111,서울특별시,영등포구,여의도동,국제금융로7가길,07341,21,
,서울특별시 영등포구 여의도동 70,1,1.4386753971436357,2,2138.0,1,1.8626141135104726,5,128.0,1,,비건물,,126.9439,37.5177,서울특별시,영등포구,여의도동,,,70,
,서울특별시 동작구 본동 480-1,1,2.6468709614090793,3,533.0,2,1.3250104755287633,5,532.0,2,,비건물,,126.9601,37.5121,서울특별시,동작구,본동,,,480,1
,서울특별시 영등포구 여의서로 62,3,1.4356224381855234,2,2138.0,1,1.8626141135104726,5,701.0,2,,비건물,,126.9247,37.5313,서울특별시,영등포구,여의도동,여의서로,07240,62,
,서울특별시 서초구 반포동 1220,4,4.65596413876738,5,256.25,4,0.9999007333353508,2,718.0,2,,,,126.981614,37.503729,서울특별시,서초구,반포동,,,1220,
,서울특별시 용산구 이태원동 259-15,5,4.934570647912609,5,463.0,3,0.9634553537483789,1,671.0,2,,비건물,,126.9945,37.5433,서울특별시,용산구,이태원동,,,259,15
,서울특별시 동작구 노량진로17길 12,1,1.8679048431588872,2,391.0,4,1.274201020697825,5,349.0,1,사육신역사공원,공공,yes,126.9473,37.5144,서울특별시,동작구,노량진동,노량진로17길,06902,12,
현대아파트,서울특별시 마포구 마포대로11길 84,3,2.364437771815608,3,492.0,3,0.9048433232873112,1,683.0,2,,공동주택,,126.949924,37.55046,서울특별시,마포구,공덕동,마포대로11길,04133,84,
,서울특별시 마포구 현석동 219,1,1.5195081415361775,2,228.0,5,1.1025530925160576,3,655.0,2,,비건물,,126.9322,37.5422,서울특별시,마포구,현석동,,,219,
,서울특별시 용산구 이촌동 393-4,1,0.948565955981352,1,120.5,5,2.1869272628538243,,1004.0,3,,비건물,,126.9517,37.5304,서울특별시,용산구,이촌동,,,393,4
,서울특별시 마포구 상수동 283-2,3,2.157610425422774,3,570.0,2,1.1121645792532693,4,378.0,1,,비건물,,126.9241,37.5445,서울특별시,마포구,상수동,,,283,2
,서울특별시 영등포구 여의도동 86-7,1,1.0486756746333084,2,2138.0,1,1.8626141135104726,5,797.0,2,한강파라다이스,식당,yes,126.9414,37.521,서울특별시,영등포구,여의도동,,,86,7
,서울특별시 마포구 현석동 218,1,1.346783600928352,2,228.0,5,1.1025530925160576,3,701.0,2,,비건물,,126.9357,37.5418,서울특별시,마포구,현석동,,,218,
,서울특별시 동작구 본동 343-9,5,1.9351418384164782,2,533.0,2,1.3250104755287633,5,404.0,1,,비건물,,126.9492,37.5143,서울특별시,동작구,본동,,,343,9
,서울특별시 서대문구 북아현로22나길 13-35,5,4.474750827106523,5,124.0,5,0.977268954619857,2,1154.0,3,,창고시설,,126.952,37.5697,서울특별시,서대문구,북아현동,북아현로22나길,03747,13,35
,서울특별시 동작구 여의대방로36길 70,5,2.909091780986558,3,291.0,4,0.9551471555738624,1,452.0,1,,교정및군사시설,,126.9298,37.5058,서울특별시,동작구,대방동,여의대방로36길,06947,70,
,서울특별시 마포구 마포동 427,1,0.5459302265822582,1,452.0,3,1.1702844584737415,5,468.0,1,,비건물,,126.9449,37.5342,서울특별시,마포구,마포동,,,427,
,서울특별시 마포구 토정로 148-22,5,2.029406905337476,3,570.0,2,1.1121645792532693,4,607.0,2,,단독주택,,126.926921,37.544897,서울특별시,마포구,상수동,토정로,04081,148,22
,서울특별시 동작구 노들로 734,1,1.6144831201405312,2,391.0,4,1.274201020697825,5,245.0,1,,제1종근린생활시설,,126.945909,37.516449,서울특별시,동작구,노량진동,노들로,06900,734,
,서울특별시 영등포구 양화동 1-70,5,4.601535980469971,5,418.0,4,1.0390500250995784,3,517.0,2,,비건물,,126.8916,37.5439,서울특별시,영등포구,양화동,,,1,70
신동아아파트,서울특별시 동작구 매봉로 134,4,2.593083879047583,3,533.0,2,1.3250104755287633,5,712.0,2,,공동주택,,126.951876,37.508776,서울특별시,동작구,본동,매봉로,06906,134,
,서울특별시 영등포구 여의도동 8-3,1,0.9783753927325909,1,2138.0,1,1.8626141135104726,5,758.0,2,,비건물,,126.9395,37.5217,서울특별시,영등포구,여의도동,,,8,3
,서울특별시 용산구 청암동 170-1,1,0.5873026451405843,1,107.0,5,1.2547661280951055,5,468.0,1,,비건물,,126.9456,37.5342,서울특별시,용산구,청암동,,,170,1
,서울특별시 영등포구 한강남자전거길 1203,1,3.458904553880335,4,453.0,3,1.0073753960789584,2,610.0,2,,비건물,,126.9032,37.5389,서울특별시,영등포구,당산동,한강남자전거길,07231,1203,
,서울특별시 마포구 토정동 136-1,1,0.8538330336671621,1,461.0,3,1.121002832003937,4,462.0,1,,비건물,,126.9412,37.5381,서울특별시,마포구,토정동,,,136,1
,서울특별시 용산구 이촌로34길 62,4,1.5795977677152444,2,120.5,5,2.1869272628538243,,1126.0,3,,운수시설,,126.956665,37.523617,서울특별시,용산구,이촌동,이촌로34길,04381,62,
,서울특별시 서초구 반포동 1333,1,4.478505694307624,5,256.25,4,0.9999007333353508,2,375.0,1,동작대교노상공영주차장,공공,yes,126.9817,37.5064,서울특별시,서초구,반포동,,,1333,
