건물명,전체주소,가시성등급,거리,거리등급,점포수,상권발달등급,혼잡도비율,쾌적도등급,접근성소요시간,접근성등급,추천장소이름,장소종류,추천장소여부,Longitude,Latitude,지역1,지역2,지역3,도로명,우편번호,상세주소1,상세주소2
C.C.M.M빌딩,서울특별시 영등포구 여의공원로 101,3,1.4205826657676612,2,2138.0,1,1.8626141135104726,5,771.0,2,,업무시설,,126.924899,37.529271,서울특별시,영등포구,여의도동,여의공원로,07241,101,
당산 삼성쉐르빌,서울특별시 영등포구 당산로45길 1,4,3.579749388673931,4,453.0,3,1.0073753960789584,2,321.0,1,,업무시설,,126.900501,37.533228,서울특별시,영등포구,당산동5가,당산로45길,07213,1,
청우빌딩,서울특별시 마포구 토정로 46,4,2.7709902818179346,3,651.0,2,1.0765143639753807,3,591.0,2,,제2종근린생활시설,,126.915862,37.54544,서울특별시,마포구,합정동,토정로,04085,46,
메가스터디타워,서울특별시 동작구 노량진로 140,3,1.9652784548346018,2,391.0,4,1.274201020697825,5,89.0,1,,교육연구시설,,126.941699,37.51276,서울특별시,동작구,노량진동,노량진로,06922,140,
상암 우남퍼스트빌스타,서울특별시 마포구 모래내로 5,4,4.998371751221379,5,280.0,4,0.9415275639737607,1,157.0,1,,업무시설,,126.903654,37.564285,서울특별시,마포구,성산동,모래내로,03938,5,
대림아파트(분산상가동),서울특별시 동작구 여의대방로36길 29,5,3.040144080539351,4,291.0,4,0.9551471555738624,1,327.0,1,,공동주택,,126.924931,37.506212,서울특별시,동작구,대방동,여의대방로36길,06943,29,
마포대림2차e-편한세상,서울특별시 마포구 토정로32길 6,5,1.1675340410674568,2,461.0,3,1.121002832003937,4,621.0,2,,공동주택,,126.940771,37.540923,서울특별시,마포구,용강동,토정로32길,04163,6,
국민연금충정로사옥,서울특별시 서대문구 충정로 36,4,4.077859788105442,5,440.0,3,0.9252163232584737,1,326.0,1,,업무시설,,126.964499,37.561985,서울특별시,서대문구,충정로3가,충정로,03741,36,
세림promise2차,서울특별시 마포구 숭문16나길 14,3,2.830534727564859,3,231.0,4,1.1245555065053339,4,233.0,1,,공동주택,,126.948242,37.555213,서울특별시,마포구,염리동,숭문16나길,04122,14,
한서초등학교,서울특별시 마포구 대흥로24바길 27,5,2.6965669326117157,3,231.0,4,1.1245555065053339,4,540.0,2,,교육연구시설,,126.949782,37.55364,서울특별시,마포구,염리동,대흥로24바길,04123,27,
중앙대중학원,서울특별시 동작구 노량진로 171-2,5,1.8472908564521748,2,391.0,4,1.274201020697825,5,245.0,1,,교육연구시설,,126.945501,37.514209,서울특별시,동작구,노량진동,노량진로,06902,171,2
세명파크빌,서울특별시 마포구 토정로15안길 8,4,1.7463748917526478,2,228.0,5,1.1025530925160576,3,475.0,2,,공동주택,,126.93537,37.545495,서울특별시,마포구,신수동,토정로15안길,04088,8,
시범아파트,서울특별시 마포구 대흥로2길 8,5,1.3360515629682719,2,461.0,3,1.121002832003937,4,723.0,2,,공동주택,,126.937336,37.542094,서울특별시,마포구,용강동,대흥로2길,04162,8,
부영 태평빌딩,서울특별시 중구 세종대로 55,5,4.587619696550688,5,796.0,2,0.9312760246310209,1,221.0,1,,업무시설,,126.974995,37.561621,서울특별시,중구,태평로2가,세종대로,04513,55,
캠프21오피스텔,서울특별시 마포구 신촌로 162,4,2.8912099524030994,3,363.0,4,0.9679476059068545,1,194.0,1,,업무시설,,126.943733,37.556331,서울특별시,마포구,대흥동,신촌로,04104,162,
아스테리움 용산,서울특별시 용산구 한강대로30길 25,3,2.4862364093983578,3,1097.0,1,1.075188262503883,3,194.0,1,,업무시설,,126.968917,37.527635,서울특별시,용산구,한강로2가,한강대로30길,04386,25,
몬드리안 서울 이태원,서울특별시 용산구 장문로 23,4,4.60536134783113,5,73.0,,1.1555909961548951,4,812.0,2,,숙박시설,,126.993116,37.528565,서울특별시,용산구,동빙고동,장문로,04392,23,
마스터즈타워빌딩,서울특별시 마포구 독막로 331,4,1.5804835652708509,2,443.0,3,1.2165795426864432,5,250.0,1,,업무시설,,126.949391,37.54296,서울특별시,마포구,도화동,독막로,04156,331,
밤섬리버베르빌,서울특별시 마포구 와우산로 1,3,2.256038871040149,3,570.0,2,1.1121645792532693,4,332.0,1,,공동주택,,126.922489,37.544478,서울특별시,마포구,상수동,와우산로,04081,1,
영등포푸르지오,서울특별시 영등포구 도신로29길 28,4,3.696975350050633,4,1061.0,1,0.9735394936069987,2,654.0,2,,공동주택,,126.905773,37.512332,서울특별시,영등포구,영등포동,도신로29길,07365,28,
청화병원,서울특별시 동작구 장승배기로 108,4,2.584013920792005,3,391.0,4,1.274201020697825,5,313.0,1,,의료시설,,126.940245,37.507192,서울특별시,동작구,노량진동,장승배기로,06925,108,
롯데캐슬 프레지던트,서울특별시 마포구 마포대로 109,3,1.7967527316845289,2,492.0,3,0.9048433232873112,1,132.0,1,롯데시티호텔 마포,호텔,yes,126.950318,37.544771,서울특별시,마포구,공덕동,마포대로,04146,109,
용산아크로타워,서울특별시 용산구 백범로90길 26,4,2.5553412085328424,3,333.0,4,1.1310545001295456,4,485.0,2,,자동차관련시설,,126.968743,37.536914,서울특별시,용산구,문배동,백범로90길,04369,26,
마포케이씨씨웰츠타워,서울특별시 마포구 백범로 202,3,1.716553960246056,2,492.0,3,0.9048433232873112,1,34.0,1,,공동주택,,126.952605,37.542785,서울특별시,마포구,신공덕동,백범로,04196,202,
SK 청암대,서울특별시 용산구 삼개로 58,3,0.826278599142479,1,107.0,5,1.2547661280951055,5,441.0,1,,공동주택,,126.948002,37.535311,서울특별시,용산구,청암동,삼개로,04359,58,
더 채움 하우스,서울특별시 영등포구 당산로54길 36,3,3.0874368635024205,4,453.0,3,1.0073753960789584,2,320.0,1,,공동주택,,126.906097,37.533134,서울특별시,영등포구,당산동6가,당산로54길,07223,36,
용산푸르지오파크타운,서울특별시 용산구 장문로6길 76,5,4.8121707392331,5,73.0,,1.1555909961548951,4,886.0,2,,공동주택,,126.995264,37.526294,서울특별시,용산구,동빙고동,장문로6길,04393,76,
현대아파트,서울특별시 동작구 상도로 421,4,4.45171530680499,5,251.25,4,0.9900528040084795,2,822.0,2,,공동주택,,126.957331,37.492558,서울특별시,동작구,상도동,상도로,07026,421,
신구강변연가 아파트,서울특별시 마포구 토정로 136-11,5,2.0503097515996496,3,570.0,2,1.1121645792532693,4,607.0,2,,공동주택,,126.926369,37.544792,서울특별시,마포구,상수동,토정로,04081,136,11
동부센트레빌아파트,서울특별시 용산구 이촌로 174,3,2.5391495447216226,3,120.5,5,2.1869272628538243,,777.0,2,,공동주택,,126.966793,37.520367,서울특별시,용산구,이촌동,이촌로,04427,174,
당산초등학교,서울특별시 영등포구 선유로55길 32,5,4.050388772543144,5,418.0,4,1.0390500250995784,3,409.0,1,,교육연구시설,,126.896479,37.53957,서울특별시,영등포구,양평동4가,선유로55길,07206,32,
케이지타워,서울특별시 중구 통일로 92,5,4.453110179013685,5,715.5,2,1.0262002338347682,3,481.0,2,,업무시설,,126.969239,37.563598,서울특별시,중구,순화동,통일로,04517,92,
노들직녀카페,서울특별시 용산구 양녕로 495,4,2.01821722874941,3,120.5,5,2.1869272628538243,,963.0,3,한강대교,공공,yes,126.960738,37.521315,서울특별시,용산구,이촌동,양녕로,04381,495,
대우아파트,서울특별시 영등포구 영등포로 106,5,4.345539159416614,5,661.0,2,0.9884981019845074,2,396.0,1,,공동주택,,126.892985,37.521443,서울특별시,영등포구,당산동2가,영등포로,07291,106,
한통빌딩,서울특별시 용산구 청파로 46,5,1.3868881937595556,2,1097.0,1,1.075188262503883,3,844.0,2,,업무시설,,126.956556,37.531929,서울특별시,용산구,한강로3가,청파로,04373,46,
세레노아파트,서울특별시 동작구 상도로68길 27,4,4.404435410827671,5,251.25,4,0.9900528040084795,2,364.0,1,,공동주택,,126.955675,37.492577,서울특별시,동작구,상도동,상도로68길,07040,27,
세림promise,서울특별시 마포구 대흥로30길 39,5,2.9723954873851928,3,231.0,4,1.1245555065053339,4,167.0,1,,공동주택,,126.948267,37.556517,서울특별시,마포구,염리동,대흥로30길,04113,39,
유진빌딩,서울특별시 영등포구 국제금융로 24,3,1.3491385496072417,2,2138.0,1,1.8626141135104726,5,444.0,1,,업무시설,,126.927499,37.524633,서울특별시,영등포구,여의도동,국제금융로,07327,24,
엘지유플러스,서울특별시 용산구 한강대로 32,3,2.1150613987657443,3,1097.0,1,1.075188262503883,3,633.0,2,,업무시설,,126.963412,37.52377,서울특별시,용산구,한강로3가,한강대로,04389,32,
호텔 더 디자이너스 홍대,서울특별시 마포구 양화로 86,4,3.153029781817237,4,3010.0,1,1.0012170675159393,2,543.0,2,,숙박시설,,126.917628,37.551925,서울특별시,마포구,서교동,양화로,04043,86,
성진빌딩,서울특별시 마포구 토정로 316,3,1.036555088687748,2,461.0,3,1.121002832003937,4,376.0,1,,제2종근린생활시설,,126.94351,37.539521,서울특별시,마포구,용강동,토정로,04165,316,
현산푸른숲아파트,서울특별시 동작구 상도로68길 33-1,4,4.436778196500126,5,251.25,4,0.9900528040084795,2,361.0,1,,공동주택,,126.954914,37.492093,서울특별시,동작구,상도동,상도로68길,07040,33,1
신길동경남아파트,서울특별시 영등포구 영등포로 351,4,2.5495835984190345,3,160.42857142857142,5,0.9892210123429339,2,313.0,1,,공동주택,,126.918431,37.516038,서울특별시,영등포구,신길동,영등포로,07318,351,
용산씨제이나인파크,서울특별시 용산구 백범로90다길 12,3,2.54006691220381,3,333.0,4,1.1310545001295456,4,567.0,2,,공동주택,,126.968918,37.535872,서울특별시,용산구,문배동,백범로90다길,04369,12,
고등학교(1동),서울특별시 마포구 숭문길 99,2,2.379094426299626,3,363.0,4,0.9679476059068545,1,484.0,2,,교육연구시설,,126.945078,37.551567,서울특별시,마포구,대흥동,숭문길,04126,99,
나눔빌딩,서울특별시 마포구 도화길 43,5,1.5055302597016464,2,443.0,3,1.2165795426864432,5,198.0,1,,업무시설,,126.950239,37.541781,서울특별시,마포구,도화동,도화길,04168,43,
여의도 태영빌딩,서울특별시 영등포구 여의공원로 111,3,1.3382523705036493,2,2138.0,1,1.8626141135104726,5,779.0,2,,업무시설,,126.925787,37.529804,서울특별시,영등포구,여의도동,여의공원로,07241,111,
밤섬현대아파트,서울특별시 마포구 신수로3길 23,4,1.551269965710241,2,228.0,5,1.1025530925160576,3,655.0,2,,공동주택,,126.932396,37.542618,서울특별시,마포구,현석동,신수로3길,04092,23,
마포독서실,서울특별시 마포구 토정로 213-4,5,1.7278590814269634,2,228.0,5,1.1025530925160576,3,428.0,1,,제2종근린생활시설,,126.934797,37.545179,서울특별시,마포구,신수동,토정로,04088,213,4
아인하우스,서울특별시 용산구 원효로 103-3,4,1.2792056439833137,2,107.0,5,1.2547661280951055,5,893.0,2,,업무시설,,126.955186,37.532608,서울특별시,용산구,원효로3가,원효로,04362,103,3
에피소드 신촌 369,서울특별시 마포구 신촌로16길 29,5,2.6917164213211584,3,1686.5,1,0.9932577193081039,2,314.0,1,,업무시설,,126.93463,37.554108,서울특별시,마포구,노고산동,신촌로16길,04057,29,
신촌삼익아파트,서울특별시 마포구 신수로 107,3,2.389123036816933,3,228.0,5,1.1025530925160576,3,202.0,1,,공동주택,,126.935494,37.551471,서울특별시,마포구,신수동,신수로,04095,107,
신촌르메이에르타운3,서울특별시 서대문구 신촌로 127,4,2.8994279390388895,3,1405.0,1,0.9357506673795457,1,275.0,1,,업무시설,,126.93998,37.556488,서울특별시,서대문구,창천동,신촌로,03780,127,
남대문호텔,서울특별시 중구 남대문로 9,4,4.671885939355003,5,715.5,2,1.0262002338347682,3,382.0,1,,숙박시설,,126.977025,37.561195,서울특별시,중구,남대문로4가,남대문로,04526,9,
갈월동 오피스,서울특별시 용산구 한강대로71길 4,5,3.0053061562609704,4,600.0,2,1.0544802313910187,3,296.0,1,,업무시설,,126.972585,37.540469,서울특별시,용산구,갈월동,한강대로71길,04322,4,
웨스턴5빌딩,서울특별시 마포구 신촌로 110,4,2.7602844638358666,3,1686.5,1,0.9932577193081039,2,66.0,1,,제2종근린생활시설,,126.938124,37.555147,서울특별시,마포구,노고산동,신촌로,04101,110,
현대타운,서울특별시 마포구 독막로12길 56,5,2.559501369600266,3,570.0,2,1.1121645792532693,4,415.0,1,,공동주택,,126.919039,37.545529,서울특별시,마포구,당인동,독막로12길,04074,56,
서울동작경찰서,서울특별시 동작구 노량진로 148,4,1.9529096642216435,2,391.0,4,1.274201020697825,5,195.0,1,,단독주택,,126.943,37.512937,서울특별시,동작구,노량진동,노량진로,06922,148,
한강중학교,서울특별시 용산구 녹사평대로 73,3,4.606476162693182,5,73.0,,1.1555909961548951,4,570.0,2,,교육연구시설,,126.992484,37.523686,서울특별시,용산구,서빙고동,녹사평대로,04384,73,
성원아파트,서울특별시 마포구 독막로28길 7,5,1.8313291313474116,2,228.0,5,1.1025530925160576,3,475.0,2,,공동주택,,126.937563,37.546674,서울특별시,마포구,신수동,독막로28길,04090,7,
용산더프라임,서울특별시 용산구 원효로90길 11,2,2.830869171637814,3,333.0,4,1.1310545001295456,4,133.0,1,,업무시설,,126.970419,37.540514,서울특별시,용산구,원효로1가,원효로90길,04315,11,
한강공원 여의도 안내센터,서울특별시 영등포구 여의동로 330,1,0.7813734378784241,1,2138.0,1,1.8626141135104726,5,210.0,1,여의도한강공원,공공,yes,126.9345,37.5256,서울특별시,영등포구,여의도동,여의동로,07337,330,
문래동메가트리움,서울특별시 영등포구 문래로26길 6,4,4.052754831111421,5,734.0,2,0.9360725008161436,1,275.0,1,,업무시설,,126.897545,37.518434,서울특별시,영등포구,문래동3가,문래로26길,07297,6,
목화아파트,서울특별시 영등포구 여의나루로 126,3,0.8554642166105123,1,2138.0,1,1.8626141135104726,5,215.0,1,,공동주택,,126.932865,37.526164,서울특별시,영등포구,여의도동,여의나루로,07338,126,
중소기업중앙회,서울특별시 영등포구 은행로 30,5,1.625092179518811,2,2138.0,1,1.8626141135104726,5,449.0,1,,업무시설,,126.92273,37.528194,서울특별시,영등포구,여의도동,은행로,07242,30,
구립신석어린이집,서울특별시 마포구 대흥로 11,1,1.396380436754083,2,228.0,5,1.1025530925160576,3,701.0,2,,노유자시설,,126.936532,37.542485,서울특별시,마포구,현석동,대흥로,04091,11,
염리 스타팰리스,서울특별시 마포구 대흥로30길 29,3,2.958888832736115,3,231.0,4,1.1245555065053339,4,102.0,1,,업무시설,,126.947626,37.556501,서울특별시,마포구,염리동,대흥로30길,04113,29,
콤비빌딩,서울특별시 영등포구 63로 32,3,1.2860458596176703,2,2138.0,1,1.8626141135104726,5,2327.0,5,,업무시설,,126.939042,37.518957,서울특별시,영등포구,여의도동,63로,07345,32,
대방동현대아파트현대종합상가,서울특별시 동작구 노량진로 40,2,2.162909781039429,3,291.0,4,0.9551471555738624,1,412.0,1,,공동주택,,126.93027,37.512911,서울특별시,동작구,대방동,노량진로,06940,40,
이도타워,서울특별시 동작구 노량진로 134,3,1.8985500512632179,2,391.0,4,1.274201020697825,5,9.0,1,,교육연구시설,,126.940881,37.51335,서울특별시,동작구,노량진동,노량진로,06922,134,
더 스테이트 선유 호텔,서울특별시 영등포구 양평로 132,5,4.289663543482101,5,418.0,4,1.0390500250995784,3,146.0,1,,숙박시설,,126.893377,37.538518,서울특별시,영등포구,양평동5가,양평로,07205,132,
센트레빌아스테리움서울,서울특별시 용산구 한강대로 372,4,3.6750054431499044,4,600.0,2,1.0544802313910187,3,287.0,1,,공동주택,,126.972906,37.551637,서울특별시,용산구,동자동,한강대로,04323,372,
서울스퀘어,서울특별시 중구 한강대로 416,4,4.019204643169548,5,635.0,2,1.0958549238460222,3,175.0,1,,업무시설,,126.973768,37.555506,서울특별시,중구,남대문로5가,한강대로,04637,416,
한마루빌딩,서울특별시 영등포구 여의나루로 81,2,1.34717825674824,2,2138.0,1,1.8626141135104726,5,380.0,1,,업무시설,,126.927735,37.524336,서울특별시,영등포구,여의도동,여의나루로,07327,81,
서강한화오벨리스크스위트,서울특별시 마포구 창전로 45,4,1.987146292207068,2,570.0,2,1.1121645792532693,4,66.0,1,,공동주택,,126.932089,37.546858,서울특별시,마포구,창전동,창전로,04086,45,
바비엥-2,서울특별시 중구 통일로 114,4,4.545270390870756,5,796.0,2,0.9312760246310209,1,296.0,1,,업무시설,,126.967939,37.565249,서울특별시,중구,의주로1가,통일로,04517,114,
염리동서원빌라,서울특별시 마포구 마포대로11길 108,4,2.1719925023496334,3,231.0,4,1.1245555065053339,4,648.0,2,,공동주택,,126.948403,37.54904,서울특별시,마포구,염리동,마포대로11길,04134,108,
태승빌딩(의류상가),서울특별시 용산구 한강대로38길 35,4,2.586380208244531,3,1097.0,1,1.075188262503883,3,256.0,1,,업무시설,,126.970198,37.528761,서울특별시,용산구,용산동5가,한강대로38길,04386,35,
더리버,서울특별시 용산구 올림픽대로 2085-96,1,4.691336588388978,5,73.0,,1.1555909961548951,4,756.0,2,,비건물,,126.9851,37.5069,서울특별시,용산구,용산동6가,올림픽대로,04428,2085,96
마포경남아너스빌,서울특별시 마포구 신수로 81,4,2.126779017224393,3,228.0,5,1.1025530925160576,3,287.0,1,,공동주택,,126.934148,37.548776,서울특별시,마포구,신수동,신수로,04098,81,
마포현대하이엘,서울특별시 마포구 마포대로 173,5,2.472047687008836,3,492.0,3,0.9048433232873112,1,517.0,2,,업무시설,,126.954445,37.549908,서울특별시,마포구,공덕동,마포대로,04130,173,
보라매삼성쉐르빌,서울특별시 동작구 보라매로5길 43,4,4.6036357811723905,5,270.0,4,0.9222882901784298,1,188.0,1,,공동주택,,126.923355,37.491444,서울특별시,동작구,신대방동,보라매로5길,07071,43,
주하빌딩,서울특별시 마포구 백범로 68-1,3,2.04789795835181,3,228.0,5,1.1025530925160576,3,263.0,1,,제2종근린생활시설,,126.939335,37.548797,서울특별시,마포구,신수동,백범로,04110,68,1
마포 비체힐1 리버뷰,서울특별시 마포구 마포대로4나길 71,2,0.7661671179990353,1,452.0,3,1.1702844584737415,5,364.0,1,,공동주택,,126.945431,37.536324,서울특별시,마포구,마포동,마포대로4나길,04178,71,
마포지구시범아파트,서울특별시 마포구 대흥로2길 16,5,1.3014667684923018,2,461.0,3,1.121002832003937,4,763.0,2,,공동주택,,126.937847,37.541868,서울특별시,마포구,용강동,대흥로2길,04162,16,
세명그린빌,서울특별시 마포구 토정로 204-4,5,1.7503660220856443,2,228.0,5,1.1025530925160576,3,366.0,1,,공동주택,,126.933291,37.544949,서울특별시,마포구,현석동,토정로,04092,204,4
반포수난구조대,서울특별시 동작구 동작대로 335-1,1,4.358953866692515,5,443.0,3,0.9602495413609072,1,375.0,1,동작노을카페,카페,yes,126.9799,37.5063,서울특별시,동작구,동작동,동작대로,06905,335,1
오투타워,서울특별시 영등포구 의사당대로 83,3,1.7314916928641575,2,2138.0,1,1.8626141135104726,5,242.0,1,,업무시설,,126.923441,37.523366,서울특별시,영등포구,여의도동,의사당대로,07325,83,
삼환아파트,서울특별시 영등포구 여의대방로43라길 9,2,3.1048138710298967,4,160.42857142857142,5,0.9892210123429339,2,422.0,1,,공동주택,,126.919219,37.508452,서울특별시,영등포구,신길동,여의대방로43라길,07350,9,
마포 한강 2차 푸르지오,서울특별시 마포구 월드컵로3길 14,4,3.450121057659026,4,651.0,2,1.0765143639753807,3,358.0,1,,공동주택,,126.911764,37.551098,서울특별시,마포구,합정동,월드컵로3길,04024,14,
용산천주교회,서울특별시 용산구 효창원로15길 37,2,1.3377056955928015,2,107.0,5,1.2547661280951055,5,706.0,2,,종교시설,,126.953309,37.537393,서울특별시,용산구,산천동,효창원로15길,04357,37,
유니타워,서울특별시 마포구 독막로8길 49,5,2.6535920251711245,3,651.0,2,1.0765143639753807,3,576.0,2,,제2종근린생활시설,,126.917749,37.545631,서울특별시,마포구,합정동,독막로8길,04073,49,
에버오피스텔,서울특별시 마포구 백범로 28-5,4,2.3985389059314848,3,228.0,5,1.1025530925160576,3,237.0,1,,업무시설,,126.937019,37.551769,서울특별시,마포구,신수동,백범로,04109,28,5
신수동교회,서울특별시 마포구 독막로28길 19,4,1.8007072572870164,2,228.0,5,1.1025530925160576,3,465.0,1,,종교시설,,126.937339,37.546364,서울특별시,마포구,신수동,독막로28길,04090,19,
갑도그린빌라,서울특별시 마포구 대흥로2길 47,5,1.199658441334527,2,461.0,3,1.121002832003937,4,785.0,2,,공동주택,,126.939398,37.541143,서울특별시,마포구,용강동,대흥로2길,04162,47,
두란노빌딩,서울특별시 용산구 서빙고로65길 38,4,4.821143179910323,5,73.0,,1.1555909961548951,4,710.0,2,,업무시설,,126.994519,37.521793,서울특별시,용산구,서빙고동,서빙고로65길,04398,38,
동양석판 사옥,서울특별시 영등포구 국회대로 543,5,4.023433782660467,5,453.0,3,1.0073753960789584,2,484.0,2,,제2종근린생활시설,,126.895345,37.529142,서울특별시,영등포구,당산동4가,국회대로,07219,543,
남산도서관,서울특별시 용산구 소월로 109,3,4.364447072591638,5,228.0,5,0.9358262587758028,1,1010.0,3,남산도서관,공공,yes,126.981443,37.552993,서울특별시,용산구,후암동,소월로,04340,109,
와이엠하우스빌딩,서울특별시 마포구 독막로8길 24,5,2.7492752646962533,3,651.0,2,1.0765143639753807,3,486.0,2,,제1종근린생활시설,,126.917756,37.546955,서울특별시,마포구,합정동,독막로8길,04072,24,
금강쉐르빌B동,서울특별시 마포구 대흥로2길 33,5,1.2509310249604813,2,461.0,3,1.121002832003937,4,806.0,2,,공동주택,,126.938689,37.541531,서울특별시,마포구,용강동,대흥로2길,04162,33,
엘리트빌딩,서울특별시 서대문구 신촌로 99,5,2.828807407961876,3,1405.0,1,0.9357506673795457,1,250.0,1,,자동차관련시설,,126.937196,37.55569,서울특별시,서대문구,창천동,신촌로,03779,99,
마포대림1차아파트,서울특별시 마포구 마포대로1길 21,4,1.053307630676261,2,461.0,3,1.121002832003937,4,462.0,1,,제2종근린생활시설,,126.942224,37.539842,서울특별시,마포구,용강동,마포대로1길,04164,21,
SK텔레콤 보라매 사옥,서울특별시 관악구 보라매로5길 1,5,4.472987261359027,5,299.44444444444446,4,0.9861283429148703,2,262.0,1,,방송통신시설,,126.926047,37.491972,서울특별시,관악구,봉천동,보라매로5길,08708,1,
SK 청암대,서울특별시 용산구 삼개로 56,2,0.8111594809593136,1,107.0,5,1.2547661280951055,5,413.0,1,,공동주택,,126.947596,37.535462,서울특별시,용산구,청암동,삼개로,04359,56,
한국산업은행,서울특별시 영등포구 은행로 14,3,1.8018615972466063,2,2138.0,1,1.8626141135104726,5,311.0,1,,,,126.920939,37.52712,서울특별시,영등포구,여의도동,은행로,07242,14,
S-TRENUE,서울특별시 영등포구 국제금융로2길 37,2,1.6838951907602697,2,2138.0,1,1.8626141135104726,5,185.0,1,,업무시설,,126.92431,37.522986,서울특별시,영등포구,여의도동,국제금융로2길,07327,37,
상도역 롯데캐슬 파크엘,서울특별시 동작구 양녕로 220,4,3.3509127857453302,4,251.25,4,0.9900528040084795,2,419.0,1,,공동주택,,126.9472,37.5007,서울특별시,동작구,상도동,양녕로,07032,220,
달마사 공중화장실,서울특별시 동작구 서달로 50-27,4,3.994833441411523,4,404.0,4,1.162448450048809,5,979.0,3,달마공원,공공,yes,126.9622,37.4987,서울특별시,동작구,흑석동,서달로,06987,50,27
여의도지구대,서울특별시 영등포구 여의공원로 120,4,1.2606960578030617,2,2138.0,1,1.8626141135104726,5,651.0,2,,,,126.926683,37.529613,서울특별시,영등포구,여의도동,여의공원로,07243,120,
합정8134,서울특별시 마포구 토정로4길 42,5,2.797457746066323,3,651.0,2,1.0765143639753807,3,686.0,2,,제1종근린생활시설,,126.914305,37.54409,서울특별시,마포구,합정동,토정로4길,04085,42,
리앤리빌Ⅱ,서울특별시 마포구 마포대로11나길 2,5,2.1950942138960143,3,231.0,4,1.1245555065053339,4,683.0,2,,공동주택,,126.949061,37.549086,서울특별시,마포구,염리동,마포대로11나길,04134,2,
용산시티파크1단지,서울특별시 용산구 서빙고로 35,3,2.537325352788074,3,1097.0,1,1.075188262503883,3,486.0,2,,,,126.968931,37.52513,서울특별시,용산구,한강로3가,서빙고로,04385,35,
한강아라호 임시선착장,서울특별시 영등포구 여의동로 338,1,0.6071014831860401,1,2138.0,1,1.8626141135104726,5,167.0,1,,비건물,,126.9345,37.5285,서울특별시,영등포구,여의도동,여의동로,07337,338,
서강 해모로,서울특별시 마포구 토정로 167,4,1.9912371851614525,2,570.0,2,1.1121645792532693,4,408.0,1,,공동주택,,126.929738,37.545972,서울특별시,마포구,창전동,토정로,04079,167,
용산큐브,서울특별시 용산구 백범로90길 12,4,2.5328170897072777,3,333.0,4,1.1310545001295456,4,616.0,2,,업무시설,,126.968388,37.537146,서울특별시,용산구,문배동,백범로90길,04369,12,
한강미디어고등학교,서울특별시 영등포구 선유로55길 22,5,3.913324100516833,4,418.0,4,1.0390500250995784,3,526.0,2,,교육연구시설,,126.897804,37.538691,서울특별시,영등포구,양평동4가,선유로55길,07206,22,
디아뜨센트럴,서울특별시 용산구 원효로 268,4,2.8535145282908667,3,333.0,4,1.1310545001295456,4,99.0,1,,업무시설,,126.970458,37.540949,서울특별시,용산구,원효로1가,원효로,04315,268,
삼성전자 디지탈센터,서울특별시 마포구 대흥로 174,3,2.726133762597735,3,363.0,4,0.9679476059068545,1,163.0,1,,업무시설,,126.946191,37.554585,서울특별시,마포구,대흥동,대흥로,04112,174,
현대아파트,서울특별시 동작구 사당로2가길 10-5,5,4.519403197815752,5,251.25,4,0.9900528040084795,2,735.0,2,,공동주택,,126.961322,37.493133,서울특별시,동작구,상도동,사당로2가길,07075,10,5
한빛요리학원,서울특별시 동작구 노량진로 132,3,1.898727748510722,2,391.0,4,1.274201020697825,5,24.0,1,,제1종근린생활시설,,126.940642,37.51335,서울특별시,동작구,노량진동,노량진로,06922,132,
공덕 아이파크,서울특별시 마포구 만리재로 36,5,2.0516150630691996,3,492.0,3,0.9048433232873112,1,443.0,1,,공동주택,,126.955589,37.544761,서울특별시,마포구,신공덕동,만리재로,04189,36,
여의도순복음교회,서울특별시 영등포구 국회대로76길 15,5,1.5668446223873198,2,2138.0,1,1.8626141135104726,5,659.0,2,,종교시설,,126.923188,37.530975,서울특별시,영등포구,여의도동,국회대로76길,07239,15,
망원1차대림아파트,서울특별시 마포구 망원로2길 103,4,4.089793028050184,5,446.5,3,0.9407610661880442,1,515.0,2,,공동주택,,126.905013,37.553687,서울특별시,마포구,망원동,망원로2길,04017,103,
현대자동차원효로사옥,서울특별시 용산구 원효로 74,1,0.9257223970973594,1,107.0,5,1.2547661280951055,5,972.0,3,,업무시설,,126.951347,37.531536,서울특별시,용산구,원효로4가,원효로,04365,74,
여의도성모병원,서울특별시 영등포구 63로 10,2,1.401132039190236,2,2138.0,1,1.8626141135104726,5,605.0,2,,자동차관련시설,,126.936741,37.518272,서울특별시,영등포구,여의도동,63로,07345,10,
당산중학교,서울특별시 영등포구 버드나루로 160,4,2.9703260345158777,3,453.0,3,1.0073753960789584,2,346.0,1,,교육연구시설,,126.907373,37.532629,서울특별시,영등포구,당산동,버드나루로,07224,160,
용산구재활용 선별장,서울특별시 용산구 원효로 100-38,5,0.9681609942812969,1,107.0,5,1.2547661280951055,5,1004.0,3,,,,126.951913,37.530782,서울특별시,용산구,원효로4가,원효로,04365,100,38
마포강변타운,서울특별시 마포구 마포대로4다길 33-15,4,0.641734690715007,1,452.0,3,1.1702844584737415,5,477.0,2,,공동주택,,126.944782,37.535327,서울특별시,마포구,마포동,마포대로4다길,04178,33,15
삼환아파트,서울특별시 영등포구 여의대방로43나길 25,5,3.1871410039621386,4,160.42857142857142,5,0.9892210123429339,2,222.0,1,,공동주택,,126.9208,37.506627,서울특별시,영등포구,신길동,여의대방로43나길,07360,25,
