건물명,전체주소,가시성등급,거리,거리등급,점포수,상권발달등급,혼잡도비율,쾌적도등급,접근성소요시간,접근성등급,추천장소이름,장소종류,추천장소여부,Longitude,Latitude,지역1,지역2,지역3,도로명,우편번호,상세주소1,상세주소2
,서울특별시 마포구 마포동 419-3,1,0.5224532763068228,1.0,443,3,1.1687318204462318,5,481.0,2,,비건물,,126.9441,37.5344,서울특별시,마포구,마포동,,,419,3.0
,서울특별시 마포구 마포대로4다길 23-3,3,0.701272450714791,1.0,443,3,1.1687318204462318,5,444.0,1,,단독주택,,126.94439231374017,37.53610664940313,서울특별시,마포구,마포동,마포대로4다길,4178.0,23,3.0
한신오피스텔,서울특별시 마포구 마포대로 12,3,0.881659187580467,1.0,443,3,1.1687318204462318,5,165.0,1,,업무시설,,126.94439459150044,37.53786555035062,서울특별시,마포구,마포동,마포대로,4175.0,12,
,서울특별시 마포구 마포대로4다길 33-16,3,0.6071088559046776,1.0,443,3,1.1687318204462318,5,463.0,2,,제2종근린생활시설,,126.94444415286016,37.5351252243702,서울특별시,마포구,마포동,마포대로4다길,4177.0,33,16.0
강변빌리지,서울특별시 마포구 마포대로4다길 33-13,5,0.6401931142223242,1.0,443,3,1.1687318204462318,5,449.0,1,,공동주택,,126.94455170425807,37.53541981680006,서울특별시,마포구,마포동,마포대로4다길,4178.0,33,13.0
마포강변타운,서울특별시 마포구 마포대로4다길 33-15,4,0.6417000507207165,1.0,443,3,1.1687318204462318,5,477.0,2,,공동주택,,126.94478198241532,37.5353266419587,서울특별시,마포구,마포동,마포대로4다길,4178.0,33,15.0
,서울특별시 마포구 마포대로4길 122,4,0.5845870305392382,1.0,443,3,1.1687318204462318,5,463.0,2,,공동주택,,126.9448,37.5347,서울특별시,마포구,마포동,마포대로4길,4177.0,122,
대농B/D,서울특별시 마포구 마포대로 25,2,1.0531613026777666,2.0,443,3,1.1687318204462318,5,206.0,1,,업무시설,,126.94483547436468,37.5393782262136,서울특별시,마포구,마포동,마포대로,4167.0,25,
,서울특별시 마포구 마포동 427,1,0.5459302265822582,1.0,443,3,1.1687318204462318,5,468.0,1,,비건물,,126.9449,37.5342,서울특별시,마포구,마포동,,,427,
르 아르젠,서울특별시 마포구 마포대로4길 120-29,4,0.6907283212132648,1.0,443,3,1.1687318204462318,5,443.0,1,,단독주택,,126.9451675687492,37.53565508012914,서울특별시,마포구,마포동,마포대로4길,4178.0,120,29.0
마포 비체힐1 리버뷰,서울특별시 마포구 마포대로4나길 71,2,0.7661903071932995,1.0,443,3,1.1687318204462318,5,364.0,1,,공동주택,,126.94543052504886,37.53632447072197,서울특별시,마포구,마포동,마포대로4나길,4178.0,71,
마포킹덤힐,서울특별시 마포구 마포대로4길 120,4,0.6910275204294185,1.0,443,3,1.1687318204462318,5,434.0,1,,공동주택,,126.94548760581004,37.53548688029292,서울특별시,마포구,마포동,마포대로4길,4178.0,120,
마포쌍용황금아파트,서울특별시 마포구 마포대로4라길 30-7,3,0.8128032771197026,1.0,443,3,1.1687318204462318,5,324.0,1,,공동주택,,126.94550228451934,37.53677696262965,서울특별시,마포구,마포동,마포대로4라길,4178.0,30,7.0
프렌드 빌Ⅱ,서울특별시 마포구 마포대로4길 100-5,5,0.7239847913971416,1.0,443,3,1.1687318204462318,5,442.0,1,,공동주택,,126.9455313306947,37.5358233916538,서울특별시,마포구,마포동,마포대로4길,4178.0,100,5.0
,서울특별시 마포구 마포동 403-1,2,0.7525096402460135,1.0,443,3,1.1687318204462318,5,335.0,1,,,,126.94626784672758,37.53571251075914,서울특별시,마포구,마포동,,,403,1.0
마포보성아파트,서울특별시 마포구 마포대로4길 90,2,0.7810596897606447,1.0,443,3,1.1687318204462318,5,335.0,1,,공동주택,,126.94630373381356,37.53601581441342,서울특별시,마포구,마포동,마포대로4길,4178.0,90,
망원1차대림아파트,서울특별시 마포구 망원로2길 103,4,4.089820233149878,5.0,599,2,0.941300112795174,1,515.0,2,,공동주택,,126.90501262982364,37.55368702737766,서울특별시,마포구,망원동,망원로2길,4017.0,103,
문래동메가트리움,서울특별시 영등포구 문래로26길 6,4,4.052768441537447,5.0,734,2,0.9364456802954784,1,275.0,1,,업무시설,,126.8975447920292,37.51843410133703,서울특별시,영등포구,문래동3가,문래로26길,7297.0,6,
리첸시아 용산,서울특별시 용산구 백범로 341,4,2.5264376284600267,3.0,333,4,1.130629648083523,4,500.0,2,,공동주택,,126.96796629616158,37.537975434362174,서울특별시,용산구,문배동,백범로,4315.0,341,
용산큐브,서울특별시 용산구 백범로90길 12,4,2.532790363589104,3.0,333,4,1.130629648083523,4,616.0,2,,업무시설,,126.96838779240144,37.53714571840288,서울특별시,용산구,문배동,백범로90길,4369.0,12,
용산아크로타워,서울특별시 용산구 백범로90길 26,4,2.555288797499923,3.0,333,4,1.130629648083523,4,485.0,2,,자동차관련시설,,126.968742534214,37.53691358544824,서울특별시,용산구,문배동,백범로90길,4369.0,26,
용산kcc웰츠타워,서울특별시 용산구 백범로90길 90,2,2.589639771040428,3.0,333,4,1.130629648083523,4,499.0,2,,공동주택,,126.96881396061956,37.53776659086326,서울특별시,용산구,문배동,백범로90길,4315.0,90,
용산씨제이나인파크,서울특별시 용산구 백범로90다길 12,3,2.5401035063770085,3.0,333,4,1.130629648083523,4,567.0,2,,공동주택,,126.9689183874004,37.53587212903398,서울특별시,용산구,문배동,백범로90다길,4369.0,12,
이안용산프리미어,서울특별시 용산구 청파로 213,2,2.7511799243897284,3.0,333,4,1.130629648083523,4,270.0,1,,공동주택,,126.97039096232258,37.53860055713699,서울특별시,용산구,문배동,청파로,4315.0,213,
,서울특별시 서초구 동작대로 328,4,4.594500588666314,5.0,42,5,1.0004759214551278,2,375.0,1,,업무시설,,126.9807774072732,37.5037967406308,서울특별시,서초구,반포동,동작대로,6501.0,328,
,서울특별시 서초구 반포동 1220,4,4.655964436511013,5.0,42,5,1.0004759214551278,2,718.0,2,,,,126.9816141967276,37.50372918431521,서울특별시,서초구,반포동,,,1220,
,서울특별시 서초구 반포동 1333,1,4.478505694307624,5.0,42,5,1.0004759214551278,2,375.0,1,동작대교노상공영주차장,공공,yes,126.9817,37.5064,서울특별시,서초구,반포동,,,1333,
한강반포지구내유선장,서울특별시 서초구 동작대로 350,1,4.782037103335694,5.0,42,5,1.0004759214551278,2,737.0,2,,제2종근린생활시설,,126.98524657262692,37.50563096976211,서울특별시,서초구,반포동,동작대로,6500.0,350,
,서울특별시 서초구 반포동 1335-4,1,4.763559310561768,5.0,42,5,1.0004759214551278,2,756.0,2,,비건물,,126.986,37.5068,서울특별시,서초구,반포동,,,1335,4.0
,서울특별시 서초구 반포동 1335-1,4,4.80591880880473,5.0,42,5,1.0004759214551278,2,756.0,2,,비건물,,126.9869,37.5072,서울특별시,서초구,반포동,,,1335,1.0
,서울특별시 용산구 우사단로4길 2,5,4.927264307789302,5.0,162,5,1.0369662215134878,3,356.0,1,,근린생활시설,,126.99680861204229,37.53132273697852,서울특별시,용산구,보광동,우사단로4길,4413.0,2,
,서울특별시 동작구 본동 343-9,5,1.9351418384164785,2.0,533,2,1.3214850276610044,5,482.0,2,,비건물,,126.9492,37.5143,서울특별시,동작구,본동,,,343,9.0
,서울특별시 동작구 본동 343-13,5,1.9213331199726256,2.0,533,2,1.3214850276610044,5,495.5,2,,비건물,,126.9494,37.5145,서울특별시,동작구,본동,,,343,13.0
천부교회,서울특별시 동작구 노량진로23가길 32,5,1.814130070659301,2.0,533,2,1.3214850276610044,5,562.0,2,,종교시설,,126.94945074146436,37.5155698714904,서울특별시,동작구,본동,노량진로23가길,6902.0,32,
본동 에스에이치빌,서울특별시 동작구 노량진로22길 60,4,2.315170127886211,3.0,533,2,1.3214850276610044,5,503.0,2,,공동주택,,126.9496955520025,37.5107945297747,서울특별시,동작구,본동,노량진로22길,6915.0,60,
,서울특별시 동작구 본동 474-1,1,1.7103211566050092,2.0,533,2,1.3214850276610044,5,495.5,2,,비건물,,126.9497,37.5167,서울특별시,동작구,본동,,,474,1.0
,서울특별시 동작구 본동 293-8,5,2.0067621420382404,3.0,533,2,1.3214850276610044,5,482.0,2,,비건물,,126.9498,37.5138,서울특별시,동작구,본동,,,293,8.0
유원강변아파트,서울특별시 동작구 노량진로23가길 20,5,1.842895816127196,2.0,533,2,1.3214850276610044,5,429.0,1,,제1종근린생활시설,,126.9499485966879,37.51546844321913,서울특별시,동작구,본동,노량진로23가길,6902.0,20,
,서울특별시 동작구 본동 344-1,5,2.0341273092346497,3.0,533,2,1.3214850276610044,5,480.0,2,,비건물,,126.95,37.5136,서울특별시,동작구,본동,,,344,1.0
,서울특별시 동작구 본동 474,1,1.7503200038056304,2.0,533,2,1.3214850276610044,5,495.5,2,,비건물,,126.9502,37.5165,서울특별시,동작구,본동,,,474,
한신휴플러스아파트,서울특별시 동작구 매봉로 99,5,2.539802954700032,3.0,533,2,1.3214850276610044,5,734.0,2,,공동주택,,126.95034301026242,37.508834057230594,서울특별시,동작구,본동,매봉로,6916.0,99,
본동삼성래미안아파트,서울특별시 동작구 매봉로 123,4,2.452826900515609,3.0,533,2,1.3214850276610044,5,655.0,2,,공동주택,,126.95046112707628,37.50969720075603,서울특별시,동작구,본동,매봉로,6916.0,123,
,서울특별시 동작구 본동 477-1,1,1.786566827129402,2.0,533,2,1.3214850276610044,5,495.5,2,,비건물,,126.9506,37.5163,서울특별시,동작구,본동,,,477,1.0
영진빌딩,서울특별시 동작구 매봉로 137,5,2.372288705667254,3.0,533,2,1.3214850276610044,5,526.0,2,,제2종근린생활시설,,126.95100274676672,37.51063762013904,서울특별시,동작구,본동,매봉로,6916.0,137,
,서울특별시 동작구 매봉로 143,4,2.345361388567784,3.0,533,2,1.3214850276610044,5,580.0,2,,제1종근린생활시설,,126.95103582828123,37.51090971141423,서울특별시,동작구,본동,매봉로,6916.0,143,
래미안 트윈파크,서울특별시 동작구 노량진로23가길 23,4,2.0379329983623027,3.0,533,2,1.3214850276610044,5,480.0,2,,공동주택,,126.95105624696252,37.51394481479112,서울특별시,동작구,본동,노량진로23가길,6902.0,23,
유원강변아파트,서울특별시 동작구 노량진로23가길 16,4,1.990354374462934,2.0,533,2,1.3214850276610044,5,288.0,1,,공동주택,,126.95148290302171,37.51459617226936,서울특별시,동작구,본동,노량진로23가길,6902.0,16,
신동아아파트,서울특별시 동작구 매봉로 134,4,2.368997830936791,3.0,533,2,1.3214850276610044,5,634.0,2,,공동주택,,126.95152627405773,37.51084235858179,서울특별시,동작구,본동,매봉로,6906.0,134,
본동시민공원,서울특별시 동작구 노량진로 247,1,2.02077900434926,3.0,533,2,1.3214850276610044,5,237.0,1,본동시민공원,공공,yes,126.95202600708988,37.5145179268602,서울특별시,동작구,본동,노량진로,6902.0,247,
,서울특별시 동작구 본동 477,1,1.952046290818372,2.0,533,2,1.3214850276610044,5,262.5,1,,비건물,,126.9528,37.5156,서울특별시,동작구,본동,,,477,
노량진근린공원,서울특별시 동작구 매봉로6길 16,4,2.660197059030567,3.0,533,2,1.3214850276610044,5,797.0,2,고구동산,공공,yes,126.9533,37.5086,서울특별시,동작구,본동,매봉로6길,6912.0,16,
노들지구대,서울특별시 동작구 노량진로 248,5,2.296708578072696,3.0,533,2,1.3214850276610044,5,234.0,1,,,,126.95364060248818,37.512390706453296,서울특별시,동작구,본동,노량진로,6906.0,248,
경동윈츠리버아파트,서울특별시 동작구 노량진로32길 156,5,2.580319402726158,3.0,533,2,1.3214850276610044,5,565.0,2,,공동주택,,126.95431207320416,37.50978292253557,서울특별시,동작구,본동,노량진로32길,6907.0,156,
,서울특별시 동작구 노량진로26길 16-11,4,2.4728948673560427,3.0,533,2,1.3214850276610044,5,565.0,2,,단독주택,,126.95449551429078,37.510954909129175,서울특별시,동작구,본동,노량진로26길,6907.0,16,11.0
승룡사,서울특별시 동작구 흑석로3길 33-10,5,2.7954008580888834,3.0,533,2,1.3214850276610044,5,850.0,2,,비건물,,126.9545,37.5077,서울특별시,동작구,본동,흑석로3길,6911.0,33,10.0
,서울특별시 동작구 노량진로26길 16-13,5,2.480915848865483,3.0,533,2,1.3214850276610044,5,565.0,2,,단독주택,,126.95451437058182,37.51088078415251,서울특별시,동작구,본동,노량진로26길,6907.0,16,13.0
태평빌딩,서울특별시 동작구 노량진로 254,1,2.3416444526980933,3.0,533,2,1.3214850276610044,5,248.0,1,,제2종근린생활시설,,126.95483467688037,37.5124772717977,서울특별시,동작구,본동,노량진로,6908.0,254,
,서울특별시 동작구 노량진로 256,5,2.3405574018106345,3.0,533,2,1.3214850276610044,5,287.5,1,,제1종근린생활시설,,126.95509455621212,37.51261700062648,서울특별시,동작구,본동,노량진로,6908.0,256,
경동윈츠리버아파트,서울특별시 동작구 노량진로26길 62,5,2.611696414340107,3.0,533,2,1.3214850276610044,5,461.0,1,,제1종근린생활시설,,126.95533323349744,37.509896018596045,서울특별시,동작구,본동,노량진로26길,6907.0,62,
,서울특별시 동작구 본동 258-49,1,2.245556959286229,3.0,533,2,1.3214850276610044,5,287.5,1,,비건물,,126.9554,37.5138,서울특별시,동작구,본동,,,258,49.0
대한예수교장로회 노량진교회100주년기념관,서울특별시 동작구 노량진로30길 12,5,2.366186623707785,3.0,533,2,1.3214850276610044,5,327.0,1,,종교시설,,126.95543102654948,37.51251356623469,서울특별시,동작구,본동,노량진로30길,6908.0,12,
,서울특별시 동작구 본동 10-31,5,2.333475250507997,3.0,533,2,1.3214850276610044,5,287.5,1,,비건물,,126.9555,37.5129,서울특별시,동작구,본동,,,10,31.0
,서울특별시 동작구 노량진로26길 39-10,5,2.522667631248007,3.0,533,2,1.3214850276610044,5,461.0,1,,단독주택,,126.955563104993,37.51092438399819,서울특별시,동작구,본동,노량진로26길,6908.0,39,10.0
,서울특별시 동작구 노량진로28길 48-13,5,2.543702823285413,3.0,533,2,1.3214850276610044,5,461.0,1,,단독주택,,126.9558492977589,37.5108398615799,서울특별시,동작구,본동,노량진로28길,6908.0,48,13.0
,서울특별시 동작구 노량진로32길 98,4,2.5863810102912934,3.0,533,2,1.3214850276610044,5,461.0,1,,공동주택,,126.95603848044172,37.51048221012003,서울특별시,동작구,본동,노량진로32길,6908.0,98,
,서울특별시 동작구 노량진로32길 28-1,5,2.4186749304577524,3.0,533,2,1.3214850276610044,5,502.0,2,,단독주택,,126.95635375380948,37.51243118252855,서울특별시,동작구,본동,노량진로32길,6908.0,28,1.0
,서울특별시 동작구 본동 46-2,1,2.3674687005013326,3.0,533,2,1.3214850276610044,5,287.5,1,,,,126.95640570803504,37.513019630590726,서울특별시,동작구,본동,,,46,2.0
,서울특별시 동작구 노량진로30길 43,5,2.5117463008489653,3.0,533,2,1.3214850276610044,5,502.0,2,,단독주택,,126.95644734612696,37.5114758391584,서울특별시,동작구,본동,노량진로30길,6908.0,43,
,서울특별시 동작구 노량진로30가길 36,5,2.487546531403196,3.0,533,2,1.3214850276610044,5,502.0,2,,단독주택,,126.95644911585649,37.51173673020151,서울특별시,동작구,본동,노량진로30가길,6908.0,36,
,서울특별시 동작구 노량진로32길 78,4,2.616262569356974,3.0,533,2,1.3214850276610044,5,624.0,2,,단독주택,,126.95662006281518,37.51044926032063,서울특별시,동작구,본동,노량진로32길,6908.0,78,
,서울특별시 동작구 현충로 6,1,2.384286304349465,3.0,533,2,1.3214850276610044,5,471.0,1,,단독주택,,126.9567,37.513,서울특별시,동작구,본동,현충로,6908.0,6,
,서울특별시 동작구 본동 21-3,5,2.6622813109190666,3.0,533,2,1.3214850276610044,5,624.0,2,,비건물,,126.9569,37.5101,서울특별시,동작구,본동,,,21,3.0
,서울특별시 동작구 본동 5-17,5,2.41263915549864,3.0,533,2,1.3214850276610044,5,471.0,1,,비건물,,126.9569,37.5128,서울특별시,동작구,본동,,,5,17.0
,서울특별시 동작구 본동 21-11,5,2.671647106443164,3.0,533,2,1.3214850276610044,5,624.0,2,,비건물,,126.9571,37.5101,서울특별시,동작구,본동,,,21,11.0
동작실버센터,서울특별시 동작구 노량진로32길 53,4,2.537224151028352,3.0,533,2,1.3214850276610044,5,502.0,2,,노유자시설,,126.9572012934936,37.51159920980953,서울특별시,동작구,본동,노량진로32길,6908.0,53,
,서울특별시 동작구 본동 19-19,4,2.6114407190035296,3.0,533,2,1.3214850276610044,5,502.0,2,,비건물,,126.9574,37.5109,서울특별시,동작구,본동,,,19,19.0
,서울특별시 동작구 본동 20-17,5,2.644099556862353,3.0,533,2,1.3214850276610044,5,502.0,2,,비건물,,126.9575,37.5106,서울특별시,동작구,본동,,,20,17.0
9호선 노들역,서울특별시 동작구 노량진로 238,1,2.392769450362583,3.0,533,2,1.3214850276610044,5,471.0,1,,비건물,,126.9577,37.5135,서울특별시,동작구,본동,노량진로,6906.0,238,
,서울특별시 동작구 본동 8-127,5,2.6087988504428816,3.0,533,2,1.3214850276610044,5,502.0,2,,비건물,,126.9579,37.5112,서울특별시,동작구,본동,,,8,127.0
,서울특별시 동작구 본동 479,1,2.510958534484125,3.0,533,2,1.3214850276610044,5,471.0,1,,비건물,,126.9589,37.5129,서울특별시,동작구,본동,,,479,
아크로리버하임,서울특별시 동작구 현충로 52,5,2.6503465238376367,3.0,533,2,1.3214850276610044,5,532.0,2,,공동주택,,126.95898058457468,37.51135970712204,서울특별시,동작구,본동,현충로,6909.0,52,
,서울특별시 동작구 본동 3-7,5,2.61985349664968,3.0,533,2,1.3214850276610044,5,532.0,2,,비건물,,126.9593,37.5119,서울특별시,동작구,본동,,,3,7.0
,서울특별시 동작구 본동 480-1,1,2.64687096140908,3.0,533,2,1.3214850276610044,5,532.0,2,,비건물,,126.9601,37.5121,서울특별시,동작구,본동,,,480,1.0
에이취에스비씨빌딩,서울특별시 중구 칠패로 37,4,4.347068109634107,5.0,796,2,1.0218795770019775,2,478.0,2,,업무시설,,126.97304581864032,37.56009676943051,서울특별시,중구,봉래동1가,칠패로,4511.0,37,
,서울특별시 서대문구 봉원동 1,5,4.828085584410427,5.0,1405,1,0.9391101958513776,1,1227.0,3,,비건물,,126.9454,37.5737,서울특별시,서대문구,봉원동,,,1,
,서울특별시 서대문구 봉원동 3,5,4.797856828071741,5.0,1405,1,0.9391101958513776,1,1227.0,3,,비건물,,126.9458,37.5734,서울특별시,서대문구,봉원동,,,3,
,서울특별시 서대문구 봉원동 4,5,4.8130567950978085,5.0,1405,1,0.9391101958513776,1,1227.0,3,,비건물,,126.9463,37.5735,서울특별시,서대문구,봉원동,,,4,
봉원사,서울특별시 서대문구 봉원사길 120,5,4.668573943797546,5.0,1405,1,0.9391101958513776,1,1227.0,3,봉원사,공공,yes,126.94705118503605,37.57212928457841,서울특별시,서대문구,봉원동,봉원사길,3721.0,120,
,서울특별시 서대문구 봉원사길 96-93,5,4.439798770661049,5.0,1405,1,0.9391101958513776,1,1227.0,3,,단독주택,,126.9485,37.5699,서울특별시,서대문구,봉원동,봉원사길,3721.0,96,93.0
SK텔레콤 보라매 사옥,서울특별시 관악구 보라매로5길 1,5,4.472976637867454,5.0,287,4,0.986283811663801,2,262.0,1,,방송통신시설,,126.92604725123624,37.49197203870781,서울특별시,관악구,봉천동,보라매로5길,8708.0,1,
보라매삼성아파트,서울특별시 관악구 보라매로 62,4,4.12862548245223,5.0,287,4,0.986283811663801,2,493.0,2,,노유자시설,,126.9280418159141,37.49473247729678,서울특별시,관악구,봉천동,보라매로,8709.0,62,
벽산블루밍아파트,서울특별시 관악구 양녕로 117,4,4.274589765085326,5.0,287,4,0.986283811663801,2,1195.0,3,,공동주택,,126.94310419109664,37.492019934884766,서울특별시,관악구,봉천동,양녕로,8715.0,117,
벽산블루밍아파트,서울특별시 관악구 은천로 93,3,4.434955707412486,5.0,287,4,0.986283811663801,2,1103.0,3,,공동주택,,126.94426494061346,37.49062662859533,서울특별시,관악구,봉천동,은천로,8715.0,93,
봉천벽산타운2차아파트,서울특별시 관악구 구암5가길 49,3,4.23918977724965,5.0,287,4,0.986283811663801,2,858.0,2,,공동주택,,126.94617968143542,37.49252702588361,서울특별시,관악구,봉천동,구암5가길,8724.0,49,
관악드림타운아파트,서울특별시 관악구 구암길 98,3,4.284058173340742,5.0,287,4,0.986283811663801,2,792.0,2,,제1종근린생활시설,,126.94717002130152,37.49221448834356,서울특별시,관악구,봉천동,구암길,8725.0,98,
관악드림타운아파트,서울특별시 관악구 구암길 106,3,4.344499221089523,5.0,287,4,0.986283811663801,2,777.0,2,,공동주택,,126.94890338989951,37.491866611258686,서울특별시,관악구,봉천동,구암길,8725.0,106,
서울구암고등학교,서울특별시 관악구 성현로 57,3,4.3007588045037135,5.0,287,4,0.986283811663801,2,608.0,2,,교육연구시설,,126.94960509331877,37.49236155785452,서울특별시,관악구,봉천동,성현로,8723.0,57,
관악드림타운아파트,서울특별시 관악구 성현로 80,5,4.63527791008334,5.0,287,4,0.986283811663801,2,1081.0,3,,공동주택,,126.95299216261792,37.489848478690185,서울특별시,관악구,봉천동,성현로,8725.0,80,
성현동아아파트,서울특별시 관악구 관악로 285,3,4.675820829118175,5.0,287,4,0.986283811663801,2,686.0,2,,공동주택,,126.9539893439353,37.4896667004328,서울특별시,관악구,봉천동,관악로,8726.0,285,
현대상가,서울특별시 관악구 관악로 306,4,4.568269083393349,5.0,287,4,0.986283811663801,2,622.0,2,,제2종근린생활시설,,126.9568148771642,37.49131727620905,서울특별시,관악구,봉천동,관악로,8730.0,306,
현대아파트,서울특별시 관악구 관악로40길 60,3,4.476219832892323,5.0,287,4,0.986283811663801,2,704.0,2,,공동주택,,126.96069912249862,37.49334393475513,서울특별시,관악구,봉천동,관악로40길,8730.0,60,
두산아파트,서울특별시 서대문구 이화여대8길 62,3,3.327061982506469,4.0,124,5,0.976460316825718,1,603.0,2,,노유자시설,,126.95014374763872,37.55944205885505,서울특별시,서대문구,북아현동,이화여대8길,3769.0,62,
산학협력관,서울특별시 서대문구 북아현로 150,5,4.342062315466982,5.0,124,5,0.976460316825718,1,1154.0,3,,비건물,,126.9513,37.5686,서울특별시,서대문구,북아현동,북아현로,3759.0,150,
,서울특별시 서대문구 북아현로22나길 13-33,5,4.374680166707692,5.0,124,5,0.976460316825718,1,1154.0,3,,비건물,,126.9513,37.5689,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,13,33.0
,서울특별시 서대문구 북아현로22나길 13-35,5,4.474750827106523,5.0,124,5,0.976460316825718,1,1154.0,3,,창고시설,,126.952,37.5697,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,13,35.0
북성초등학교,서울특별시 서대문구 북아현로1나길 22,5,3.382362570558231,4.0,124,5,0.976460316825718,1,533.0,2,,교육연구시설,,126.95250497212888,37.55942807462891,서울특별시,서대문구,북아현동,북아현로1나길,3769.0,22,
,서울특별시 서대문구 북아현로22나길 27-7,3,4.172455758606561,5.0,124,5,0.976460316825718,1,765.0,2,,단독주택,,126.95435394474764,37.56640983966707,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,27,7.0
,서울특별시 서대문구 북아현로22나길 29,5,4.147341156155642,5.0,124,5,0.976460316825718,1,765.0,2,,공동주택,,126.95446782772645,37.56614727968419,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,29,
,서울특별시 서대문구 북아현로22나길 37-8,3,4.166973635869545,5.0,124,5,0.976460316825718,1,765.0,2,,단독주택,,126.95458431777796,37.56630387554176,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,37,8.0
,서울특별시 서대문구 북아현로22나길 37-2,3,4.201160630134918,5.0,124,5,0.976460316825718,1,765.0,2,,비건물,,126.9555,37.5664,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,37,2.0
,서울특별시 서대문구 북아현로22나길 55-5,3,4.188186383011057,5.0,124,5,0.976460316825718,1,765.0,2,,비건물,,126.9558,37.5662,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,55,5.0
이화노블레스,서울특별시 서대문구 북아현로22나길 64,3,4.112810527624783,5.0,124,5,0.976460316825718,1,765.0,2,,공동주택,,126.95609281277171,37.56540674817222,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,64,
,서울특별시 서대문구 북아현로22나길 71-12,4,4.211992876379582,5.0,124,5,0.976460316825718,1,765.0,2,,비건물,,126.957,37.5661,서울특별시,서대문구,북아현동,북아현로22나길,3747.0,71,12.0
,서울특별시 서대문구 북아현로4자길 16,4,3.801751833168365,4.0,124,5,0.976460316825718,1,165.0,1,,공동주택,,126.95968517661188,37.56121577940775,서울특별시,서대문구,북아현동,북아현로4자길,3754.0,16,
리버힐삼성아파트,서울특별시 용산구 효창원로 17,3,0.9286073773354186,1.0,107,5,1.2515985778057916,5,620.0,2,,공동주택,,126.9496857378299,37.535079640400426,서울특별시,용산구,산천동,효창원로,4358.0,17,
한강타운,서울특별시 용산구 새창로8길 157,3,1.0644572585118086,2.0,107,5,1.2515985778057916,5,657.0,2,,제2종근린생활시설,,126.95084318744568,37.53590162214204,서울특별시,용산구,산천동,새창로8길,4358.0,157,
리버힐삼성아파트,서울특별시 용산구 효창원로13길 7,3,1.1307577938880211,2.0,107,5,1.2515985778057916,5,857.0,2,,공동주택,,126.95228439808685,37.53516988988357,서울특별시,용산구,산천동,효창원로13길,4358.0,7,
용산천주교회,서울특별시 용산구 효창원로15길 37,2,1.3377524037191155,2.0,107,5,1.2515985778057916,5,706.0,2,,종교시설,,126.95330944029902,37.53739323384804,서울특별시,용산구,산천동,효창원로15길,4357.0,37,
상도래미안1차아파트,서울특별시 동작구 등용로 37,2,2.937058112950183,3.0,446,3,0.9900302082128856,2,613.0,2,,공동주택,,126.93345541685062,37.504686719424285,서울특별시,동작구,상도동,등용로,6948.0,37,
미성해드림,서울특별시 동작구 양녕로23길 81,5,3.816768911629384,4.0,446,3,0.9900302082128856,2,882.0,2,,공동주택,,126.93871592893797,37.496144460214026,서울특별시,동작구,상도동,양녕로23길,7049.0,81,
,서울특별시 동작구 성대로6사길 27-18,4,4.129456120804649,5.0,446,3,0.9900302082128856,2,855.0,2,,비건물,,126.9397,37.4933,서울특별시,동작구,상도동,성대로6사길,7049.0,27,18.0
동아아파트,서울특별시 동작구 양녕로23길 43,5,3.784376815980407,4.0,446,3,0.9900302082128856,2,912.0,2,,공동주택,,126.93984223038782,37.49640148381453,서울특별시,동작구,상도동,양녕로23길,7049.0,43,
백경아파트,서울특별시 동작구 장승배기로 64,5,2.99179189361918,3.0,446,3,0.9900302082128856,2,192.0,1,,공동주택,,126.9398620162737,37.50353183404312,서울특별시,동작구,상도동,장승배기로,6963.0,64,
경향렉스빌,서울특별시 동작구 양녕로23길 9,5,3.903190826404455,4.0,446,3,0.9900302082128856,2,855.0,2,,공동주택,,126.94173005045084,37.49532731368897,서울특별시,동작구,상도동,양녕로23길,7049.0,9,
아이파크상도동,서울특별시 동작구 장승배기로 26,4,3.283873253800454,4.0,446,3,0.9900302082128856,2,545.0,2,,공동주택,,126.942380228131,37.50091342896636,서울특별시,동작구,상도동,장승배기로,6967.0,26,
국사봉중학교,서울특별시 동작구 양녕로20길 20,3,4.141279900155671,5.0,446,3,0.9900302082128856,2,1013.0,3,,교육연구시설,,126.9447,37.4933,서울특별시,동작구,상도동,양녕로20길,7038.0,20,
상도역 롯데캐슬 파크엘,서울특별시 동작구 양녕로 220,4,3.3509127857453302,4.0,446,3,0.9900302082128856,2,419.0,1,,공동주택,,126.9472,37.5007,서울특별시,동작구,상도동,양녕로,7032.0,220,
상도근린공원 공중화장실(중앙하이츠빌),서울특별시 동작구 양녕로32길 60,3,4.107378603075331,5.0,446,3,0.9900302082128856,2,798.0,2,상도근린공원,공공,yes,126.9479,37.4939,서울특별시,동작구,상도동,양녕로32길,7034.0,60,
