건물명,전체주소,가시성등급,거리,거리등급,점포수,상권발달등급,혼잡도비율,쾌적도등급,접근성소요시간,접근성등급,추천장소이름,장소종류,추천장소여부,Longitude,Latitude,지역1,지역2,지역3,도로명,우편번호,상세주소1,상세주소2
서울시티타워,서울특별시 중구 후암로 110,4,3.9507310945748215,4.0,635,2,1.0945509086272318,3,345.0,1,,업무시설,,126.974103793222,37.55432019400237,서울특별시,중구,남대문로5가,후암로,4637.0,110,
,서울특별시 서대문구 냉천동 74-242,4,4.262230962810661,5.0,189,5,1.0841990037689937,3,831.0,2,,,,126.96027288175388,37.56555810338712,서울특별시,서대문구,냉천동,,,74,242.0
에피소드 신촌 369,서울특별시 마포구 신촌로16길 29,5,2.6917443044573344,3.0,363,4,0.9964520022037784,2,314.0,1,,업무시설,,126.9346299109391,37.5541082413753,서울특별시,마포구,노고산동,신촌로16길,4057.0,29,
현대벤쳐빌,서울특별시 마포구 백범로 10,5,2.605840650001394,3.0,363,4,0.9964520022037784,2,182.0,1,,공동주택,,126.93679502686231,37.55362694696786,서울특별시,마포구,노고산동,백범로,4100.0,10,
신촌르·메이에르타운(Ⅱ),서울특별시 마포구 백범로 13,5,2.578016917274208,3.0,363,4,0.9964520022037784,2,135.0,1,,업무시설,,126.93750607623096,37.55344794607143,서울특별시,마포구,노고산동,백범로,4101.0,13,
웨스턴5빌딩,서울특별시 마포구 신촌로 110,4,2.760319144428929,3.0,363,4,0.9964520022037784,2,66.0,1,,제2종근린생활시설,,126.93812408197458,37.555147319038745,서울특별시,마포구,노고산동,신촌로,4101.0,110,
한음빌딩,서울특별시 마포구 신촌로20길 22,4,2.6648603259759693,3.0,363,4,0.9964520022037784,2,137.0,1,,제2종근린생활시설,,126.93828174153816,37.5542965884118,서울특별시,마포구,노고산동,신촌로20길,4102.0,22,
화남빌라,서울특별시 마포구 백범로5길 19,5,2.528854064300259,3.0,363,4,0.9964520022037784,2,254.0,1,,공동주택,,126.9382929305241,37.55306925113768,서울특별시,마포구,노고산동,백범로5길,4108.0,19,
신촌다올노블리움,서울특별시 마포구 백범로1길 83,4,2.848944981748808,3.0,363,4,0.9964520022037784,2,291.0,1,,업무시설,,126.9409398816294,37.5560451776423,서울특별시,마포구,노고산동,백범로1길,4104.0,83,
신촌포스빌,서울특별시 마포구 신촌로 150,5,2.871790319615722,3.0,363,4,0.9964520022037784,2,327.0,1,,공동주택,,126.94213775444526,37.556233251428814,서울특별시,마포구,노고산동,신촌로,4104.0,150,
,서울특별시 마포구 신촌로 156,3,2.8755364956689684,3.0,363,4,0.9964520022037784,2,327.0,1,,업무시설,,126.94276964646362,37.55624373138246,서울특별시,마포구,노고산동,신촌로,4104.0,156,
,서울특별시 동작구 노량진동 294-550,2,2.4357642332369327,3.0,533,2,1.2711418254308189,5,767.0,2,,,,126.93502645671764,37.50902719200987,서울특별시,동작구,노량진동,,,294,550.0
퀸즈빌,서울특별시 동작구 등용로4길 38,5,2.627487328985899,3.0,533,2,1.2711418254308189,5,452.0,1,,공동주택,,126.935351648322,37.5072143313143,서울특별시,동작구,노량진동,등용로4길,6934.0,38,
장성빌딩,서울특별시 동작구 장승배기로 113,4,2.5042559425301243,3.0,533,2,1.2711418254308189,5,381.0,1,,종교시설,,126.9393353902262,37.50793880926109,서울특별시,동작구,노량진동,장승배기로,6936.0,113,
대성학원,서울특별시 동작구 노량진로 120,3,1.935532674815579,2.0,533,2,1.2711418254308189,5,190.0,1,,제2종근린생활시설,,126.93955799147032,37.51305203193293,서울특별시,동작구,노량진동,노량진로,6928.0,120,
청화병원,서울특별시 동작구 장승배기로 108,4,2.5839681489466915,3.0,533,2,1.2711418254308189,5,313.0,1,,의료시설,,126.94024481923704,37.50719241517002,서울특별시,동작구,노량진동,장승배기로,6925.0,108,
,서울특별시 동작구 노들로2길 9-4,4,1.768680090252329,2.0,533,2,1.2711418254308189,5,16.5,1,노량진 전망좋은집,식당,yes,126.94043995044449,37.51452288238524,서울특별시,동작구,노량진동,노들로2길,6900.0,9,4.0
드림타워,서울특별시 동작구 장승배기로 168,5,1.978653966165748,2.0,533,2,1.2711418254308189,5,106.0,1,,교육연구시설,,126.94058951496297,37.51263174607691,서울특별시,동작구,노량진동,장승배기로,6922.0,168,
한빛요리학원,서울특별시 동작구 노량진로 132,3,1.8986974506473824,2.0,533,2,1.2711418254308189,5,24.0,1,,제1종근린생활시설,,126.94064223509798,37.51335026989573,서울특별시,동작구,노량진동,노량진로,6922.0,132,
이도타워,서울특별시 동작구 노량진로 134,3,1.8985545100060413,2.0,533,2,1.2711418254308189,5,9.0,1,,교육연구시설,,126.94088055616392,37.51334996091884,서울특별시,동작구,노량진동,노량진로,6922.0,134,
,서울특별시 동작구 노량진로 135,4,1.849139282083761,2.0,533,2,1.2711418254308189,5,16.5,1,,,,126.94088644426743,37.51379435140712,서울특별시,동작구,노량진동,노량진로,6902.0,135,
신동아리버파크아파트,서울특별시 동작구 만양로3길 78,4,2.675793779430135,3.0,533,2,1.2711418254308189,5,437.0,1,,공동주택,,126.9411673011176,37.50636066605508,서울특별시,동작구,노량진동,만양로3길,6925.0,78,
제이와이빌딩,서울특별시 동작구 장승배기로30길 6-1,5,1.960434358307073,2.0,533,2,1.2711418254308189,5,149.0,1,,교육연구시설,,126.94131810746252,37.51279590055281,서울특별시,동작구,노량진동,장승배기로30길,6922.0,6,1.0
메가스터디타워,서울특별시 동작구 노량진로 140,3,1.9653120737109453,2.0,533,2,1.2711418254308189,5,89.0,1,,교육연구시설,,126.94169939228615,37.51275970804796,서울특별시,동작구,노량진동,노량진로,6922.0,140,
,서울특별시 동작구 노량진로 143,4,1.843602537451089,2.0,533,2,1.2711418254308189,5,105.0,1,,제2종근린생활시설,,126.9419522344758,37.5138634171191,서울특별시,동작구,노량진동,노량진로,6902.0,143,
이데아빌딩,서울특별시 동작구 노량진로 146,4,1.911119607456492,2.0,533,2,1.2711418254308189,5,105.0,1,,교육연구시설,,126.94219756731954,37.51326571539231,서울특별시,동작구,노량진동,노량진로,6922.0,146,
,서울특별시 동작구 노량진로 147,4,1.84308307352806,2.0,533,2,1.2711418254308189,5,105.0,1,,제2종근린생활시설,,126.94224507055776,37.51388095724764,서울특별시,동작구,노량진동,노량진로,6902.0,147,
,서울특별시 동작구 장승배기로26길 68-8,5,2.1985399610132053,3.0,533,2,1.2711418254308189,5,588.0,2,,단독주택,,126.94289882494228,37.51071300099972,서울특별시,동작구,노량진동,장승배기로26길,6923.0,68,8.0
서울동작경찰서,서울특별시 동작구 노량진로 148,4,1.952872604886784,2.0,533,2,1.2711418254308189,5,195.0,1,,단독주택,,126.94299977264431,37.51293731790714,서울특별시,동작구,노량진동,노량진로,6922.0,148,
,서울특별시 동작구 노량진로 155,5,1.843222917761069,2.0,533,2,1.2711418254308189,5,128.0,1,,단독주택,,126.94321536473797,37.513945762743454,서울특별시,동작구,노량진동,노량진로,6902.0,155,
쌍용예가아파트,서울특별시 동작구 장승배기로16길 134,4,2.250531737567845,3.0,533,2,1.2711418254308189,5,588.0,2,,제1종근린생활시설,,126.94372385636343,37.510305018292335,서울특별시,동작구,노량진동,장승배기로16길,6926.0,134,
남부고시학원,서울특별시 동작구 노량진로 161,5,1.84263131370579,2.0,533,2,1.2711418254308189,5,128.0,1,,교육연구시설,,126.94394145921878,37.51402434885962,서울특별시,동작구,노량진동,노량진로,6902.0,161,
,서울특별시 동작구 노량진로17길 42,1,1.62170928089653,2.0,533,2,1.2711418254308189,5,128.0,1,,제1종근린생활시설,,126.94397707787576,37.516039505137776,서울특별시,동작구,노량진동,노량진로17길,6900.0,42,
,서울특별시 동작구 만양로13길 10,4,2.278196450520082,3.0,533,2,1.2711418254308189,5,588.0,2,,제2종근린생활시설,,126.94433171808387,37.51011274394973,서울특별시,동작구,노량진동,만양로13길,6926.0,10,
,서울특별시 동작구 만양로13가길 28-4,5,2.417995558170149,3.0,533,2,1.2711418254308189,5,560.0,2,,단독주택,,126.944380507222,37.50885004001499,서울특별시,동작구,노량진동,만양로13가길,6926.0,28,4.0
,서울특별시 동작구 노량진로 167,5,1.8471927346783863,2.0,533,2,1.2711418254308189,5,194.5,1,,교육연구시설,,126.94454611499404,37.51405943769641,서울특별시,동작구,노량진동,노량진로,6902.0,167,
현대하이츠빌라,서울특별시 동작구 만양로13가길 15,4,2.3599101185590845,3.0,533,2,1.2711418254308189,5,560.0,2,,공동주택,,126.94455467057168,37.50939502727473,서울특별시,동작구,노량진동,만양로13가길,6926.0,15,
,서울특별시 동작구 노량진동 117-2,4,1.927614773619429,2.0,533,2,1.2711418254308189,5,194.5,1,,,,126.9447841704082,37.51335833839572,서울특별시,동작구,노량진동,,,117,2.0
순만빌딩,서울특별시 동작구 노량진로 169,4,1.8488641822206096,2.0,533,2,1.2711418254308189,5,185.0,1,,교육연구시설,,126.94486103884712,37.51408972245585,서울특별시,동작구,노량진동,노량진로,6902.0,169,
삼익주상복합아파트,서울특별시 동작구 만양로 84,4,2.198660997860377,3.0,533,2,1.2711418254308189,5,462.0,1,,공동주택,,126.94506707540776,37.51092339020464,서울특별시,동작구,노량진동,만양로,6914.0,84,
노량진행정고시학원,서울특별시 동작구 노량진로 171,4,1.857429582617508,2.0,533,2,1.2711418254308189,5,204.0,1,,교육연구시설,,126.9451709288751,37.51405976292101,서울특별시,동작구,노량진동,노량진로,6902.0,171,
중앙대중학원,서울특별시 동작구 노량진로 171-2,5,1.847278062535364,2.0,533,2,1.2711418254308189,5,245.0,1,,교육연구시설,,126.94550084499134,37.51420909047442,서울특별시,동작구,노량진동,노량진로,6902.0,171,2.0
,서울특별시 동작구 노량진로 171-3,5,1.847187626577056,2.0,533,2,1.2711418254308189,5,245.0,1,,제2종근린생활시설,,126.945751431882,37.514255515378096,서울특별시,동작구,노량진동,노량진로,6902.0,171,3.0
,서울특별시 동작구 노들로 734,1,1.6145306320559216,2.0,533,2,1.2711418254308189,5,245.0,1,,제1종근린생활시설,,126.94590914002188,37.51644858737091,서울특별시,동작구,노량진동,노들로,6900.0,734,
신동아리버파크빌,서울특별시 동작구 만양로3길 20,5,2.5134632302823023,3.0,533,2,1.2711418254308189,5,711.0,2,,공동주택,,126.9463146057436,37.50822502544133,서울특별시,동작구,노량진동,만양로3길,6926.0,20,
,서울특별시 동작구 만양로14바길 32,5,2.213223964455283,3.0,533,2,1.2711418254308189,5,462.0,1,,교육연구시설,,126.94655372062144,37.51102383662486,서울특별시,동작구,노량진동,만양로14바길,6914.0,32,
,서울특별시 동작구 만양로14바길 10,4,2.119520088331043,3.0,533,2,1.2711418254308189,5,411.5,1,,교육연구시설,,126.94667994705466,37.5119137459394,서울특별시,동작구,노량진동,만양로14바길,6914.0,10,
에버스핀빌딩,서울특별시 동작구 노량진로 188,4,1.9855006957460344,2.0,533,2,1.2711418254308189,5,363.0,1,,교육연구시설,,126.94675464884044,37.51317314522819,서울특별시,동작구,노량진동,노량진로,6913.0,188,
상도신동아리버파크아파트,서울특별시 동작구 만양로 19,3,2.597861143735924,3.0,533,2,1.2711418254308189,5,583.0,2,,공동주택,,126.94676794591228,37.50752223859916,서울특별시,동작구,노량진동,만양로,6920.0,19,
동작자원봉사센터,서울특별시 동작구 만양로3길 14,5,2.5418025967821944,3.0,533,2,1.2711418254308189,5,640.0,2,,노유자시설,,126.94695441462945,37.50806780059396,서울특별시,동작구,노량진동,만양로3길,6926.0,14,
노량진119안전센터,서울특별시 동작구 노량진로 187,5,1.9373887811262,2.0,533,2,1.2711418254308189,5,349.0,1,,제1종근린생활시설,,126.94695606521638,37.51366603951615,서울특별시,동작구,노량진동,노량진로,6902.0,187,
지에스빌딩,서울특별시 동작구 노량진로 192,5,2.0100179608180104,3.0,533,2,1.2711418254308189,5,410.0,1,,교육연구시설,,126.94720000074796,37.513042006106645,서울특별시,동작구,노량진동,노량진로,6913.0,192,
,서울특별시 동작구 만양로 43,5,2.5421487305368307,3.0,533,2,1.2711418254308189,5,640.0,2,,단독주택,,126.9472145405786,37.50810961025608,서울특별시,동작구,노량진동,만양로,6926.0,43,
,서울특별시 동작구 노량진로17길 12,1,1.8679048431588872,2.0,533,2,1.2711418254308189,5,356.0,1,사육신역사공원,공공,yes,126.9473,37.5144,서울특별시,동작구,노량진동,노량진로17길,6902.0,12,
,서울특별시 동작구 노량진동 1-5,1,1.6544967834800168,2.0,533,2,1.2711418254308189,5,563.0,2,,,,126.9473564421732,37.51644118126602,서울특별시,동작구,노량진동,,,1,5.0
노량빌딩,서울특별시 동작구 노량진로 196,5,2.020907285486418,3.0,533,2,1.2711418254308189,5,413.0,1,,교육연구시설,,126.94750814053286,37.51301140673143,서울특별시,동작구,노량진동,노량진로,6913.0,196,
남강타워,서울특별시 동작구 노량진로 202,4,2.062489018915701,3.0,533,2,1.2711418254308189,5,430.0,1,,교육연구시설,,126.94825182483925,37.51280467593073,서울특별시,동작구,노량진동,노량진로,6915.0,202,
형인한강아파트,서울특별시 동작구 만양로 36,4,2.610563504892804,3.0,533,2,1.2711418254308189,5,617.0,2,,공동주택,,126.94831613484942,37.50768664500259,서울특별시,동작구,노량진동,만양로,6917.0,36,
노량진역,서울특별시 동작구 노량진로 151,5,1.752305506319806,2.0,533,2,1.2711418254308189,5,563.0,2,,운수시설,,126.94837560541131,37.51580919922485,서울특별시,동작구,노량진동,노량진로,6902.0,151,
우성아파트,서울특별시 동작구 만양로8길 50,4,2.4377425230608094,3.0,533,2,1.2711418254308189,5,776.0,2,,공동주택,,126.94847447091551,37.509330368824166,서울특별시,동작구,노량진동,만양로8길,6917.0,50,
사육신묘지공원,서울특별시 동작구 노량진로 191,5,1.972950972959751,2.0,533,2,1.2711418254308189,5,482.0,2,,,,126.9485996073258,37.51375235355223,서울특별시,동작구,노량진동,노량진로,6902.0,191,
백명트렌디타워,서울특별시 동작구 노량진로 206,5,2.0793550506169463,3.0,533,2,1.2711418254308189,5,404.0,1,,업무시설,,126.94866612369484,37.51275558503925,서울특별시,동작구,노량진동,노량진로,6915.0,206,
,서울특별시 동작구 노량진동 316-1,1,1.6469658577384965,2.0,533,2,1.2711418254308189,5,563.0,2,,비건물,,126.9491,37.5171,서울특별시,동작구,노량진동,,,316,1.0
,서울특별시 영등포구 당산동 35-1,5,4.134818336723917,5.0,453,3,1.0073731407473576,2,409.0,1,,비건물,,126.8961,37.5413,서울특별시,영등포구,당산동,,,35,1.0
,서울특별시 영등포구 당산동 45-1,5,3.987969459331264,4.0,453,3,1.0073731407473576,2,409.0,1,,비건물,,126.8975,37.5404,서울특별시,영등포구,당산동,,,45,1.0
양화2호,서울특별시 영등포구 노들로 147,1,4.002857194223569,5.0,453,3,1.0073731407473576,2,806.0,2,,비건물,,126.898,37.5421,서울특별시,영등포구,당산동,노들로,7200.0,147,
,서울특별시 영등포구 당산동 59-1,1,3.793419686496472,4.0,453,3,1.0073731407473576,2,722.0,2,양화한강공원,공공,yes,126.9,37.5409,서울특별시,영등포구,당산동,,,59,1.0
양화대교 전망카페,서울특별시 영등포구 선유로 313,1,3.6892111293311074,4.0,453,3,1.0073731407473576,2,722.0,2,양화대교,공공,yes,126.901,37.5403,서울특별시,영등포구,당산동,선유로,7200.0,313,
,서울특별시 영등포구 당산동 79-1,1,3.576907131144492,4.0,453,3,1.0073731407473576,2,206.0,1,,비건물,,126.9014,37.5376,서울특별시,영등포구,당산동,,,79,1.0
,서울특별시 영등포구 당산동 3-1,1,3.765694809768618,4.0,453,3,1.0073731407473576,2,722.0,2,선유도공원,공공,yes,126.9016,37.5436,서울특별시,영등포구,당산동,,,3,1.0
양화대교 전망카페,서울특별시 영등포구 선유로 314,1,3.605472893095165,4.0,453,3,1.0073731407473576,2,610.0,2,,제2종근린생활시설,,126.9018,37.5398,서울특별시,영등포구,당산동,선유로,7231.0,314,
,서울특별시 영등포구 당산동 82-4,5,3.499941970262136,4.0,453,3,1.0073731407473576,2,206.0,1,,비건물,,126.9021,37.5369,서울특별시,영등포구,당산동,,,82,4.0
,서울특별시 영등포구 당산동 13-1,1,3.581643991813092,4.0,453,3,1.0073731407473576,2,610.0,2,,비건물,,126.9028,37.5415,서울특별시,영등포구,당산동,,,13,1.0
,서울특별시 영등포구 한강남자전거길 1203,1,3.458904553880335,4.0,453,3,1.0073731407473576,2,610.0,2,,비건물,,126.9032,37.5389,서울특별시,영등포구,당산동,한강남자전거길,7231.0,1203,
,서울특별시 영등포구 당산동 10-4,1,3.5682125375949347,4.0,453,3,1.0073731407473576,2,610.0,2,,비건물,,126.9032,37.542,서울특별시,영등포구,당산동,,,10,4.0
,서울특별시 영등포구 노들로 235,1,3.324835464567426,4.0,453,3,1.0073731407473576,2,206.0,1,,비건물,,126.9045,37.5381,서울특별시,영등포구,당산동,노들로,7231.0,235,
래미안당산1차아파트,서울특별시 영등포구 당산로54길 11,4,3.195885427068904,4.0,453,3,1.0073731407473576,2,204.0,1,,공동주택,,126.90513245147687,37.53485294102906,서울특별시,영등포구,당산동,당산로54길,7224.0,11,
,서울특별시 영등포구 당산동 93-3,4,3.156045754592419,4.0,453,3,1.0073731407473576,2,204.0,1,,비건물,,126.9059,37.5362,서울특별시,영등포구,당산동,,,93,3.0
,서울특별시 영등포구 당산동 368-1,3,3.0867252592202195,4.0,453,3,1.0073731407473576,2,204.0,1,,비건물,,126.9066,37.5358,서울특별시,영등포구,당산동,,,368,1.0
당산중학교,서울특별시 영등포구 버드나루로 160,4,2.970301576883184,3.0,453,3,1.0073731407473576,2,346.0,1,,교육연구시설,,126.90737325007294,37.532628729037306,서울특별시,영등포구,당산동,버드나루로,7224.0,160,
조인클로버,서울특별시 영등포구 버드나루로 102,4,2.8604832136311704,3.0,453,3,1.0073731407473576,2,693.0,2,,업무시설,,126.90875375833257,37.52724351266178,서울특별시,영등포구,당산동,버드나루로,7230.0,102,
강변삼성래미안아파트,서울특별시 영등포구 버드나루로 130,4,2.8302727209180825,3.0,453,3,1.0073731407473576,2,787.0,2,,공동주택,,126.90897527959332,37.52815307518497,서울특별시,영등포구,당산동,버드나루로,7225.0,130,
스카이리버 관광호텔,서울특별시 영등포구 버드나루로 90,5,2.8440942053181804,3.0,453,3,1.0073731407473576,2,626.0,2,,업무시설,,126.90910767283606,37.52632557333797,서울특별시,영등포구,당산동,버드나루로,7230.0,90,
대우아파트,서울특별시 영등포구 영등포로 106,5,4.345541305127521,5.0,661,2,0.9891226349086868,2,396.0,1,,공동주택,,126.89298502695888,37.52144282567453,서울특별시,영등포구,당산동2가,영등포로,7291.0,106,
현대해상,서울특별시 영등포구 당산로 141,5,3.922524176148407,4.0,661,2,0.9891226349086868,2,211.0,1,,업무시설,,126.8966155314577,37.52748785857708,서울특별시,영등포구,당산동3가,당산로,7256.0,141,
코레일유통 사옥,서울특별시 영등포구 국회대로 612,5,3.4742684172676777,4.0,661,2,0.9891226349086868,2,474.0,2,,업무시설,,126.90199378169264,37.52572101483047,서울특별시,영등포구,당산동3가,국회대로,7258.0,612,
동양석판 사옥,서울특별시 영등포구 국회대로 543,5,4.023464646895713,5.0,453,3,1.0073731407473576,2,484.0,2,,제2종근린생활시설,,126.8953446427204,37.529142156691904,서울특별시,영등포구,당산동4가,국회대로,7219.0,543,
에이원타워 당산,서울특별시 영등포구 국회대로 559,5,3.900070549087672,4.0,453,3,1.0073731407473576,2,305.0,1,,업무시설,,126.89679492403606,37.52832377245906,서울특별시,영등포구,당산동4가,국회대로,7219.0,559,
당산 SK V1 center,서울특별시 영등포구 당산로41길 11,4,3.7585390875052114,4.0,453,3,1.0073731407473576,2,525.0,2,,공장,,126.89832237772896,37.53079231580763,서울특별시,영등포구,당산동4가,당산로41길,7217.0,11,
당산2차삼성아파트,서울특별시 영등포구 당산로36길 12,5,3.735041786125637,4.0,453,3,1.0073731407473576,2,400.0,1,,공동주택,,126.8987153847459,37.52781229513769,서울특별시,영등포구,당산동4가,당산로36길,7220.0,12,
당산 삼성쉐르빌,서울특별시 영등포구 당산로45길 1,5,3.579747612506198,4.0,453,3,1.0073731407473576,2,321.0,1,,업무시설,,126.90050106441883,37.533228401856015,서울특별시,영등포구,당산동5가,당산로45길,7213.0,1,
,서울특별시 영등포구 당산동6가 351-5,5,3.6069604812987546,4.0,453,3,1.0073731407473576,2,576.0,2,,,,126.90083555346192,37.53680162981578,서울특별시,영등포구,당산동6가,,,351,5.0
고암빌딩,서울특별시 영등포구 당산로47길 19,4,3.457101084030657,4.0,453,3,1.0073731407473576,2,206.0,1,,업무시설,,126.90237225316554,37.53599853943387,서울특별시,영등포구,당산동6가,당산로47길,7222.0,19,
태인빌딩,서울특별시 영등포구 당산로49길 4,4,3.416924597668876,4.0,453,3,1.0073731407473576,2,131.0,1,,업무시설,,126.9027345140371,37.535544976308245,서울특별시,영등포구,당산동6가,당산로49길,7222.0,4,
정우빌딩,서울특별시 영등포구 당산로 247-1,5,3.4024002055653884,4.0,453,3,1.0073731407473576,2,146.0,1,,제1종근린생활시설,,126.90292834865994,37.53566864813385,서울특별시,영등포구,당산동6가,당산로,7222.0,247,1.0
,서울특별시 영등포구 양평로 8,5,3.161842600495881,4.0,453,3,1.0073731407473576,2,296.0,1,,업무시설,,126.90518276032084,37.53250960059744,서울특별시,영등포구,당산동6가,양평로,7223.0,8,
위더스하임,서울특별시 영등포구 양평로 4,4,3.117413948551429,4.0,453,3,1.0073731407473576,2,296.0,1,,업무시설,,126.90567149985564,37.53232577219652,서울특별시,영등포구,당산동6가,양평로,7223.0,4,
더 채움 하우스,서울특별시 영등포구 당산로54길 36,3,3.087442075401793,4.0,453,3,1.0073731407473576,2,320.0,1,,공동주택,,126.90609693521786,37.53313395630873,서울특별시,영등포구,당산동6가,당산로54길,7223.0,36,
,서울특별시 마포구 당인동 1-25,1,2.5249232406243407,3.0,570,2,1.1140627793554696,4,576.0,2,,비건물,,126.9171,37.543,서울특별시,마포구,당인동,,,1,25.0
,서울특별시 마포구 당인동 312,5,2.400899061099957,3.0,570,2,1.1140627793554696,4,415.0,1,,비건물,,126.9189,37.5431,서울특별시,마포구,당인동,,,312,
현대타운,서울특별시 마포구 독막로12길 56,5,2.559520381455038,3.0,570,2,1.1140627793554696,4,415.0,1,,공동주택,,126.91903864999928,37.54552894141282,서울특별시,마포구,당인동,독막로12길,4074.0,56,
,서울특별시 마포구 토정로 77,3,2.545025746383213,3.0,570,2,1.1140627793554696,4,415.0,1,,운동시설,,126.91937911670976,37.54563850313477,서울특별시,마포구,당인동,토정로,4074.0,77,
,서울특별시 마포구 토정로 85-1,3,2.4456879934600257,3.0,570,2,1.1140627793554696,4,326.0,1,,단독주택,,126.92060800892304,37.54538255719368,서울특별시,마포구,당인동,토정로,4074.0,85,1.0
화이트빌,서울특별시 마포구 와우산로3길 37-8,3,2.437992537417769,3.0,570,2,1.1140627793554696,4,326.0,1,,공동주택,,126.92084570868934,37.54548262407295,서울특별시,마포구,당인동,와우산로3길,4074.0,37,8.0
,서울특별시 마포구 당인동 312-1,3,2.281704443985194,3.0,570,2,1.1140627793554696,4,332.0,1,,비건물,,126.921,37.5435,서울특별시,마포구,당인동,,,312,1.0
대림동코오롱아파트,서울특별시 영등포구 도영로 2-5,5,4.783514299975422,5.0,74,5,0.9869563252850332,2,488.0,2,,공동주택,,126.89557584792225,37.50684733238203,서울특별시,영등포구,대림동,도영로,7376.0,2,5.0
성원아파트,서울특별시 동작구 여의대방로 256,5,2.7572816583694464,3.0,291,4,0.95554351008905,1,492.0,2,,공동주택,,126.9248330122641,37.509172701821086,서울특별시,동작구,대방동,여의대방로,6941.0,256,
대림아파트(분산상가동),서울특별시 동작구 여의대방로36길 29,5,3.040152335705661,4.0,291,4,0.95554351008905,1,327.0,1,,공동주택,,126.92493149239756,37.50621171132673,서울특별시,동작구,대방동,여의대방로36길,6943.0,29,
